Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal,Gender
2143,100.353,100.353,105.22,105.22,Boy
2144,100.353,100.353,105.22,105.22,Boy
2145,100.353,100.353,105.22,105.22,Boy
2146,100.353,100.353,105.22,105.22,Boy
2147,100.353,100.353,105.22,105.22,Boy
2148,100.353,100.353,105.22,105.22,Boy
2149,100.353,100.353,105.22,105.22,Boy
2150,100.353,100.353,105.22,105.22,Boy
2151,100.353,100.353,105.22,105.22,Boy
2152,100.353,100.353,105.22,105.22,Boy
2153,100.353,100.353,105.22,105.22,Boy
2154,100.353,100.353,105.22,105.22,Boy
2155,100.353,100.353,105.22,105.22,Boy
2156,100.353,100.353,105.22,105.22,Boy
2157,100.353,100.353,105.22,105.22,Boy
2158,100.353,100.353,105.22,105.22,Boy
2159,100.353,100.353,105.22,105.22,Boy
2160,100.353,100.353,105.22,105.22,Boy
2161,100.353,100.353,105.22,105.22,Boy
2162,100.766,100.766,105.662,105.662,Boy
2163,100.766,100.766,105.662,105.662,Boy
2164,100.766,100.766,105.662,105.662,Boy
2165,100.766,100.766,105.662,105.662,Boy
2166,100.766,100.766,105.662,105.662,Boy
2167,100.766,100.766,105.662,105.662,Boy
2168,100.766,100.766,105.662,105.662,Boy
2169,100.766,100.766,105.662,105.662,Boy
2170,100.766,100.766,105.662,105.662,Boy
2171,100.766,100.766,105.662,105.662,Boy
2172,100.766,100.766,105.662,105.662,Boy
2173,100.766,100.766,105.662,105.662,Boy
2174,100.766,100.766,105.662,105.662,Boy
2175,100.766,100.766,105.662,105.662,Boy
2176,100.766,100.766,105.662,105.662,Boy
2177,100.766,100.766,105.662,105.662,Boy
2178,100.766,100.766,105.662,105.662,Boy
2179,100.766,100.766,105.662,105.662,Boy
2180,100.766,100.766,105.662,105.662,Boy
2181,100.766,100.766,105.662,105.662,Boy
2182,100.766,100.766,105.662,105.662,Boy
2183,100.766,100.766,105.662,105.662,Boy
2184,100.766,100.766,105.662,105.662,Boy
2185,100.766,100.766,105.662,105.662,Boy
2186,100.766,100.766,105.662,105.662,Boy
2187,100.766,100.766,105.662,105.662,Boy
2188,100.766,100.766,105.662,105.662,Boy
2189,100.766,100.766,105.662,105.662,Boy
2190,100.766,100.766,105.662,105.662,Boy
2191,100.766,100.766,105.662,105.662,Boy
2192,101.171,101.171,106.097,106.097,Boy
2193,101.171,101.171,106.097,106.097,Boy
2194,101.171,101.171,106.097,106.097,Boy
2195,101.171,101.171,106.097,106.097,Boy
2196,101.171,101.171,106.097,106.097,Boy
2197,101.171,101.171,106.097,106.097,Boy
2198,101.171,101.171,106.097,106.097,Boy
2199,101.171,101.171,106.097,106.097,Boy
2200,101.171,101.171,106.097,106.097,Boy
2201,101.171,101.171,106.097,106.097,Boy
2202,101.171,101.171,106.097,106.097,Boy
2203,101.171,101.171,106.097,106.097,Boy
2204,101.171,101.171,106.097,106.097,Boy
2205,101.171,101.171,106.097,106.097,Boy
2206,101.171,101.171,106.097,106.097,Boy
2207,101.171,101.171,106.097,106.097,Boy
2208,101.171,101.171,106.097,106.097,Boy
2209,101.171,101.171,106.097,106.097,Boy
2210,101.171,101.171,106.097,106.097,Boy
2211,101.171,101.171,106.097,106.097,Boy
2212,101.171,101.171,106.097,106.097,Boy
2213,101.171,101.171,106.097,106.097,Boy
2214,101.171,101.171,106.097,106.097,Boy
2215,101.171,101.171,106.097,106.097,Boy
2216,101.171,101.171,106.097,106.097,Boy
2217,101.171,101.171,106.097,106.097,Boy
2218,101.171,101.171,106.097,106.097,Boy
2219,101.171,101.171,106.097,106.097,Boy
2220,101.171,101.171,106.097,106.097,Boy
2221,101.171,101.171,106.097,106.097,Boy
2222,101.171,101.171,106.097,106.097,Boy
