Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal,Gender
1536,91.849,91.849,96.135,96.135,Boy
1537,91.865,91.865,96.151,96.151,Boy
1538,91.881,91.881,96.168,96.168,Boy
1539,91.894,91.894,96.183,96.183,Boy
1540,91.91,91.91,96.2,96.2,Boy
1541,91.923,91.923,96.214,96.214,Boy
1542,91.939,91.939,96.231,96.231,Boy
1543,91.952,91.952,96.246,96.246,Boy
1544,91.968,91.968,96.263,96.263,Boy
1545,91.981,91.981,96.277,96.277,Boy
1546,91.997,91.997,96.294,96.294,Boy
1547,92.013,92.013,96.311,96.311,Boy
1548,92.026,92.026,96.326,96.326,Boy
1549,92.042,92.042,96.342,96.342,Boy
1550,92.055,92.055,96.357,96.357,Boy
1551,92.071,92.071,96.374,96.374,Boy
1552,92.084,92.084,96.389,96.389,Boy
1553,92.1,92.1,96.405,96.405,Boy
1554,92.116,92.116,96.422,96.422,Boy
1555,92.129,92.129,96.437,96.437,Boy
1556,92.145,92.145,96.454,96.454,Boy
1557,92.157,92.157,96.468,96.468,Boy
1558,92.173,92.173,96.485,96.485,Boy
1559,92.186,92.186,96.5,96.5,Boy
1560,92.202,92.202,96.516,96.516,Boy
1561,92.215,92.215,96.531,96.531,Boy
1562,92.231,92.231,96.548,96.548,Boy
1563,92.247,92.247,96.565,96.565,Boy
1564,92.26,92.26,96.579,96.579,Boy
1565,92.276,92.276,96.596,96.596,Boy
1566,92.289,92.289,96.611,96.611,Boy
1567,92.305,92.305,96.627,96.627,Boy
1568,92.318,92.318,96.642,96.642,Boy
1569,92.334,92.334,96.659,96.659,Boy
1570,92.35,92.35,96.676,96.676,Boy
1571,92.363,92.363,96.69,96.69,Boy
1572,92.379,92.379,96.707,96.707,Boy
1573,92.391,92.391,96.722,96.722,Boy
1574,92.407,92.407,96.738,96.738,Boy
1575,92.42,92.42,96.753,96.753,Boy
1576,92.436,92.436,96.77,96.77,Boy
1577,92.449,92.449,96.784,96.784,Boy
1578,92.465,92.465,96.801,96.801,Boy
1579,92.481,92.481,96.818,96.818,Boy
1580,92.494,92.494,96.832,96.832,Boy
1581,92.51,92.51,96.849,96.849,Boy
1582,92.523,92.523,96.864,96.864,Boy
1583,92.539,92.539,96.88,96.88,Boy
1584,92.551,92.551,96.895,96.895,Boy
1585,92.567,92.567,96.912,96.912,Boy
1586,92.583,92.583,96.928,96.928,Boy
1587,92.596,92.596,96.943,96.943,Boy
1588,92.612,92.612,96.96,96.96,Boy
1589,92.625,92.625,96.974,96.974,Boy
1590,92.641,92.641,96.991,96.991,Boy
1591,92.654,92.654,97.006,97.006,Boy
1592,92.67,92.67,97.022,97.022,Boy
1593,92.686,92.686,97.039,97.039,Boy
1594,92.698,92.698,97.054,97.054,Boy
1595,92.714,92.714,97.071,97.071,Boy
1596,92.727,92.727,97.085,97.085,Boy
1597,92.743,92.743,97.102,97.102,Boy
1598,92.756,92.756,97.116,97.116,Boy
1599,92.772,92.772,97.133,97.133,Boy
1600,92.788,92.788,97.15,97.15,Boy
1601,92.801,92.801,97.164,97.164,Boy
1602,92.817,92.817,97.181,97.181,Boy
1603,92.829,92.829,97.196,97.196,Boy
1604,92.845,92.845,97.212,97.212,Boy
1605,92.858,92.858,97.227,97.227,Boy
1606,92.874,92.874,97.244,97.244,Boy
1607,92.89,92.89,97.26,97.26,Boy
1608,92.903,92.903,97.275,97.275,Boy
1609,92.919,92.919,97.292,97.292,Boy
1610,92.931,92.931,97.306,97.306,Boy
1611,92.947,92.947,97.323,97.323,Boy
1612,92.96,92.96,97.337,97.337,Boy
1613,92.976,92.976,97.354,97.354,Boy
1614,92.989,92.989,97.369,97.369,Boy
1615,93.005,93.005,97.385,97.385,Boy
1616,93.021,93.021,97.402,97.402,Boy
1617,93.033,93.033,97.417,97.417,Boy
1618,93.049,93.049,97.433,97.433,Boy
1619,93.062,93.062,97.448,97.448,Boy
1620,93.078,93.078,97.465,97.465,Boy
1621,93.091,93.091,97.479,97.479,Boy
1622,93.107,93.107,97.496,97.496,Boy
1623,93.123,93.123,97.512,97.512,Boy
1624,93.135,93.135,97.527,97.527,Boy
1625,93.151,93.151,97.544,97.544,Boy
1626,93.164,93.164,97.558,97.558,Boy
1627,93.18,93.18,97.575,97.575,Boy
1628,93.196,93.196,97.592,97.592,Boy
1629,93.209,93.209,97.606,97.606,Boy
1630,93.224,93.224,97.623,97.623,Boy
1631,93.237,93.237,97.637,97.637,Boy
1632,93.253,93.253,97.654,97.654,Boy
1633,93.266,93.266,97.669,97.669,Boy
1634,93.282,93.282,97.685,97.685,Boy
1635,93.298,93.298,97.702,97.702,Boy
1636,93.31,93.31,97.716,97.716,Boy
1637,93.326,93.326,97.733,97.733,Boy
1638,93.339,93.339,97.748,97.748,Boy
1639,93.355,93.355,97.764,97.764,Boy
1640,93.368,93.368,97.779,97.779,Boy
1641,93.383,93.383,97.795,97.795,Boy
1642,93.399,93.399,97.812,97.812,Boy
1643,93.412,93.412,97.827,97.827,Boy
1644,93.428,93.428,97.843,97.843,Boy
1645,93.441,93.441,97.858,97.858,Boy
1646,93.457,93.457,97.874,97.874,Boy
1647,93.469,93.469,97.889,97.889,Boy
1648,93.485,93.485,97.905,97.905,Boy
1649,93.501,93.501,97.922,97.922,Boy
1650,93.514,93.514,97.937,97.937,Boy
1651,93.53,93.53,97.953,97.953,Boy
1652,93.542,93.542,97.968,97.968,Boy
1653,93.558,93.558,97.984,97.984,Boy
1654,93.571,93.571,97.999,97.999,Boy
1655,93.587,93.587,98.016,98.016,Boy
1656,93.603,93.603,98.032,98.032,Boy
1657,93.615,93.615,98.047,98.047,Boy
1658,93.631,93.631,98.063,98.063,Boy
1659,93.644,93.644,98.078,98.078,Boy
1660,93.66,93.66,98.094,98.094,Boy
1661,93.672,93.672,98.109,98.109,Boy
1662,93.688,93.688,98.126,98.126,Boy
1663,93.704,93.704,98.142,98.142,Boy
1664,93.717,93.717,98.157,98.157,Boy
1665,93.733,93.733,98.173,98.173,Boy
1666,93.745,93.745,98.188,98.188,Boy
1667,93.761,93.761,98.204,98.204,Boy
1668,93.777,93.777,98.221,98.221,Boy
1669,93.79,93.79,98.235,98.235,Boy
1670,93.806,93.806,98.252,98.252,Boy
1671,93.818,93.818,98.267,98.267,Boy
1672,93.834,93.834,98.283,98.283,Boy
1673,93.847,93.847,98.298,98.298,Boy
1674,93.863,93.863,98.314,98.314,Boy
1675,93.879,93.879,98.331,98.331,Boy
1676,93.891,93.891,98.345,98.345,Boy
1677,93.907,93.907,98.362,98.362,Boy
1678,93.92,93.92,98.376,98.376,Boy
1679,93.935,93.935,98.393,98.393,Boy
1680,93.951,93.951,98.41,98.41,Boy
1681,93.964,93.964,98.424,98.424,Boy
1682,93.98,93.98,98.441,98.441,Boy
1683,93.992,93.992,98.455,98.455,Boy
1684,94.008,94.008,98.472,98.472,Boy
1685,94.021,94.021,98.486,98.486,Boy
1686,94.037,94.037,98.503,98.503,Boy
1687,94.053,94.053,98.519,98.519,Boy
1688,94.065,94.065,98.534,98.534,Boy
1689,94.081,94.081,98.55,98.55,Boy
1690,94.094,94.094,98.565,98.565,Boy
1691,94.11,94.11,98.582,98.582,Boy
1692,94.122,94.122,98.596,98.596,Boy
1693,94.138,94.138,98.613,98.613,Boy
1694,94.154,94.154,98.629,98.629,Boy
1695,94.166,94.166,98.644,98.644,Boy
1696,94.182,94.182,98.66,98.66,Boy
1697,94.195,94.195,98.675,98.675,Boy
1698,94.211,94.211,98.691,98.691,Boy
1699,94.226,94.226,98.708,98.708,Boy
1700,94.239,94.239,98.722,98.722,Boy
1701,94.255,94.255,98.739,98.739,Boy
1702,94.268,94.268,98.753,98.753,Boy
1703,94.283,94.283,98.77,98.77,Boy
1704,94.296,94.296,98.784,98.784,Boy
1705,94.312,94.312,98.801,98.801,Boy
1706,94.328,94.328,98.817,98.817,Boy
1707,94.34,94.34,98.832,98.832,Boy
1708,94.356,94.356,98.848,98.848,Boy
1709,94.369,94.369,98.863,98.863,Boy
1710,94.384,94.384,98.879,98.879,Boy
1711,94.4,94.4,98.896,98.896,Boy
1712,94.413,94.413,98.91,98.91,Boy
1713,94.429,94.429,98.927,98.927,Boy
1714,94.441,94.441,98.941,98.941,Boy
1715,94.457,94.457,98.958,98.958,Boy
1716,94.473,94.473,98.975,98.975,Boy
1717,94.485,94.485,98.989,98.989,Boy
1718,94.501,94.501,99.005,99.005,Boy
1719,94.514,94.514,99.02,99.02,Boy
1720,94.53,94.53,99.036,99.036,Boy
1721,94.542,94.542,99.051,99.051,Boy
1722,94.558,94.558,99.067,99.067,Boy
1723,94.574,94.574,99.084,99.084,Boy
1724,94.586,94.586,99.098,99.098,Boy
1725,94.602,94.602,99.115,99.115,Boy
1726,94.615,94.615,99.129,99.129,Boy
1727,94.631,94.631,99.146,99.146,Boy
1728,94.646,94.646,99.162,99.162,Boy
1729,94.659,94.659,99.177,99.177,Boy
1730,94.675,94.675,99.193,99.193,Boy
1731,94.687,94.687,99.208,99.208,Boy
1732,94.703,94.703,99.224,99.224,Boy
1733,94.719,94.719,99.241,99.241,Boy
1734,94.731,94.731,99.255,99.255,Boy
1735,94.747,94.747,99.272,99.272,Boy
1736,94.76,94.76,99.286,99.286,Boy
1737,94.776,94.776,99.303,99.303,Boy
1738,94.788,94.788,99.317,99.317,Boy
1739,94.804,94.804,99.334,99.334,Boy
1740,94.82,94.82,99.35,99.35,Boy
1741,94.832,94.832,99.365,99.365,Boy
1742,94.848,94.848,99.381,99.381,Boy
1743,94.86,94.86,99.395,99.395,Boy
1744,94.876,94.876,99.412,99.412,Boy
1745,94.892,94.892,99.429,99.429,Boy
1746,94.905,94.905,99.443,99.443,Boy
1747,94.92,94.92,99.459,99.459,Boy
1748,94.933,94.933,99.474,99.474,Boy
1749,94.949,94.949,99.49,99.49,Boy
1750,94.964,94.964,99.507,99.507,Boy
1751,94.977,94.977,99.521,99.521,Boy
1752,94.993,94.993,99.538,99.538,Boy
1753,95.005,95.005,99.552,99.552,Boy
1754,95.021,95.021,99.569,99.569,Boy
1755,95.037,95.037,99.585,99.585,Boy
1756,95.049,95.049,99.599,99.599,Boy
1757,95.065,95.065,99.616,99.616,Boy
1758,95.078,95.078,99.63,99.63,Boy
1759,95.093,95.093,99.647,99.647,Boy
1760,95.106,95.106,99.661,99.661,Boy
1761,95.122,95.122,99.678,99.678,Boy
1762,95.137,95.137,99.694,99.694,Boy
1763,95.15,95.15,99.709,99.709,Boy
1764,95.166,95.166,99.725,99.725,Boy
1765,95.178,95.178,99.739,99.739,Boy
1766,95.194,95.194,99.756,99.756,Boy
1767,95.21,95.21,99.773,99.773,Boy
1768,95.222,95.222,99.787,99.787,Boy
1769,95.238,95.238,99.803,99.803,Boy
1770,95.25,95.25,99.818,99.818,Boy
1771,95.266,95.266,99.834,99.834,Boy
1772,95.282,95.282,99.851,99.851,Boy
1773,95.294,95.294,99.865,99.865,Boy
1774,95.31,95.31,99.882,99.882,Boy
1775,95.323,95.323,99.896,99.896,Boy
1776,95.338,95.338,99.912,99.912,Boy
1777,95.354,95.354,99.929,99.929,Boy
1778,95.367,95.367,99.943,99.943,Boy
1779,95.382,95.382,99.96,99.96,Boy
1780,95.395,95.395,99.974,99.974,Boy
1781,95.411,95.411,99.99,99.99,Boy
1782,95.426,95.426,100.007,100.007,Boy
1783,95.439,95.439,100.021,100.021,Boy
1784,95.454,95.454,100.038,100.038,Boy
1785,95.467,95.467,100.052,100.052,Boy
1786,95.483,95.483,100.069,100.069,Boy
1787,95.498,95.498,100.085,100.085,Boy
1788,95.511,95.511,100.099,100.099,Boy
1789,95.527,95.527,100.116,100.116,Boy
1790,95.539,95.539,100.13,100.13,Boy
1791,95.555,95.555,100.147,100.147,Boy
1792,95.571,95.571,100.163,100.163,Boy
1793,95.583,95.583,100.177,100.177,Boy
1794,95.599,95.599,100.194,100.194,Boy
1795,95.611,95.611,100.208,100.208,Boy
1796,95.627,95.627,100.225,100.225,Boy
1797,95.643,95.643,100.241,100.241,Boy
1798,95.655,95.655,100.255,100.255,Boy
1799,95.671,95.671,100.272,100.272,Boy
1800,95.683,95.683,100.286,100.286,Boy
1801,95.699,95.699,100.303,100.303,Boy
1802,95.715,95.715,100.319,100.319,Boy
1803,95.727,95.727,100.333,100.333,Boy
1804,95.743,95.743,100.35,100.35,Boy
1805,95.755,95.755,100.364,100.364,Boy
1806,95.771,95.771,100.381,100.381,Boy
1807,95.786,95.786,100.397,100.397,Boy
1808,95.799,95.799,100.411,100.411,Boy
1809,95.815,95.815,100.428,100.428,Boy
1810,95.827,95.827,100.442,100.442,Boy
1811,95.843,95.843,100.458,100.458,Boy
1812,95.858,95.858,100.475,100.475,Boy
1813,95.871,95.871,100.489,100.489,Boy
1814,95.887,95.887,100.506,100.506,Boy
1815,95.899,95.899,100.52,100.52,Boy
1816,95.915,95.915,100.536,100.536,Boy
1817,95.93,95.93,100.553,100.553,Boy
1818,95.943,95.943,100.567,100.567,Boy
1819,95.958,95.958,100.584,100.584,Boy
1820,95.971,95.971,100.598,100.598,Boy
1821,95.986,95.986,100.614,100.614,Boy
1822,96.002,96.002,100.631,100.631,Boy
1823,96.015,96.015,100.645,100.645,Boy
1824,96.03,96.03,100.661,100.661,Boy
1825,96.043,96.043,100.676,100.676,Boy
1826,96.058,96.058,100.692,100.692,Boy
1827,96.074,96.074,100.708,100.708,Boy
1828,96.086,96.086,100.723,100.723,Boy
1829,96.102,96.102,100.739,100.739,Boy
1830,96.114,96.114,100.753,100.753,Boy
1831,96.13,96.13,100.77,100.77,Boy
1832,96.146,96.146,100.786,100.786,Boy
1833,96.158,96.158,100.8,100.8,Boy
1834,96.174,96.174,100.817,100.817,Boy
1835,96.186,96.186,100.831,100.831,Boy
1836,96.202,96.202,100.847,100.847,Boy
1837,96.217,96.217,100.864,100.864,Boy
1838,96.23,96.23,100.878,100.878,Boy
1839,96.245,96.245,100.894,100.894,Boy
1840,96.258,96.258,100.909,100.909,Boy
1841,96.273,96.273,100.925,100.925,Boy
1842,96.289,96.289,100.941,100.941,Boy
1843,96.301,96.301,100.956,100.956,Boy
1844,96.317,96.317,100.972,100.972,Boy
1845,96.329,96.329,100.986,100.986,Boy
1846,96.345,96.345,101.003,101.003,Boy
1847,96.361,96.361,101.019,101.019,Boy
1848,96.373,96.373,101.033,101.033,Boy
1849,96.389,96.389,101.05,101.05,Boy
1850,96.404,96.404,101.066,101.066,Boy
1851,96.417,96.417,101.08,101.08,Boy
1852,96.432,96.432,101.097,101.097,Boy
1853,96.445,96.445,101.111,101.111,Boy
1854,96.46,96.46,101.127,101.127,Boy
1855,96.476,96.476,101.144,101.144,Boy
1856,96.488,96.488,101.158,101.158,Boy
1857,96.49,96.49,101.082,101.082,Boy
1858,96.49,96.49,101.082,101.082,Boy
1859,96.49,96.49,101.082,101.082,Boy
1860,96.49,96.49,101.082,101.082,Boy
1861,96.49,96.49,101.082,101.082,Boy
1862,96.49,96.49,101.082,101.082,Boy
1863,96.49,96.49,101.082,101.082,Boy
1864,96.49,96.49,101.082,101.082,Boy
1865,96.49,96.49,101.082,101.082,Boy
1866,96.49,96.49,101.082,101.082,Boy
1867,96.49,96.49,101.082,101.082,Boy
1868,96.49,96.49,101.082,101.082,Boy
1869,96.49,96.49,101.082,101.082,Boy
1870,96.49,96.49,101.082,101.082,Boy
1871,96.49,96.49,101.082,101.082,Boy
1872,96.49,96.49,101.082,101.082,Boy
1873,96.49,96.49,101.082,101.082,Boy
1874,96.49,96.49,101.082,101.082,Boy
1875,96.49,96.49,101.082,101.082,Boy
1876,96.49,96.49,101.082,101.082,Boy
1877,96.49,96.49,101.082,101.082,Boy
1878,96.49,96.49,101.082,101.082,Boy
1879,96.49,96.49,101.082,101.082,Boy
1880,96.49,96.49,101.082,101.082,Boy
1881,96.49,96.49,101.082,101.082,Boy
1882,96.49,96.49,101.082,101.082,Boy
1883,96.49,96.49,101.082,101.082,Boy
1884,96.49,96.49,101.082,101.082,Boy
1885,96.49,96.49,101.082,101.082,Boy
1886,96.49,96.49,101.082,101.082,Boy
1887,96.49,96.49,101.082,101.082,Boy
1888,96.933,96.933,101.555,101.555,Boy
1889,96.933,96.933,101.555,101.555,Boy
1890,96.933,96.933,101.555,101.555,Boy
1891,96.933,96.933,101.555,101.555,Boy
1892,96.933,96.933,101.555,101.555,Boy
1893,96.933,96.933,101.555,101.555,Boy
1894,96.933,96.933,101.555,101.555,Boy
1895,96.933,96.933,101.555,101.555,Boy
1896,96.933,96.933,101.555,101.555,Boy
1897,96.933,96.933,101.555,101.555,Boy
1898,96.933,96.933,101.555,101.555,Boy
1899,96.933,96.933,101.555,101.555,Boy
1900,96.933,96.933,101.555,101.555,Boy
1901,96.933,96.933,101.555,101.555,Boy
1902,96.933,96.933,101.555,101.555,Boy
1903,96.933,96.933,101.555,101.555,Boy
1904,96.933,96.933,101.555,101.555,Boy
1905,96.933,96.933,101.555,101.555,Boy
1906,96.933,96.933,101.555,101.555,Boy
1907,96.933,96.933,101.555,101.555,Boy
1908,96.933,96.933,101.555,101.555,Boy
1909,96.933,96.933,101.555,101.555,Boy
1910,96.933,96.933,101.555,101.555,Boy
1911,96.933,96.933,101.555,101.555,Boy
1912,96.933,96.933,101.555,101.555,Boy
1913,96.933,96.933,101.555,101.555,Boy
1914,96.933,96.933,101.555,101.555,Boy
1915,96.933,96.933,101.555,101.555,Boy
1916,96.933,96.933,101.555,101.555,Boy
1917,96.933,96.933,101.555,101.555,Boy
1918,97.373,97.373,102.026,102.026,Boy
1919,97.373,97.373,102.026,102.026,Boy
1920,97.373,97.373,102.026,102.026,Boy
1921,97.373,97.373,102.026,102.026,Boy
1922,97.373,97.373,102.026,102.026,Boy
1923,97.373,97.373,102.026,102.026,Boy
1924,97.373,97.373,102.026,102.026,Boy
1925,97.373,97.373,102.026,102.026,Boy
1926,97.373,97.373,102.026,102.026,Boy
1927,97.373,97.373,102.026,102.026,Boy
1928,97.373,97.373,102.026,102.026,Boy
1929,97.373,97.373,102.026,102.026,Boy
1930,97.373,97.373,102.026,102.026,Boy
1931,97.373,97.373,102.026,102.026,Boy
1932,97.373,97.373,102.026,102.026,Boy
1933,97.373,97.373,102.026,102.026,Boy
1934,97.373,97.373,102.026,102.026,Boy
1935,97.373,97.373,102.026,102.026,Boy
1936,97.373,97.373,102.026,102.026,Boy
1937,97.373,97.373,102.026,102.026,Boy
1938,97.373,97.373,102.026,102.026,Boy
1939,97.373,97.373,102.026,102.026,Boy
1940,97.373,97.373,102.026,102.026,Boy
1941,97.373,97.373,102.026,102.026,Boy
1942,97.373,97.373,102.026,102.026,Boy
1943,97.373,97.373,102.026,102.026,Boy
1944,97.373,97.373,102.026,102.026,Boy
1945,97.373,97.373,102.026,102.026,Boy
1946,97.373,97.373,102.026,102.026,Boy
1947,97.373,97.373,102.026,102.026,Boy
1948,97.812,97.812,102.496,102.496,Boy
1949,97.812,97.812,102.496,102.496,Boy
1950,97.812,97.812,102.496,102.496,Boy
1951,97.812,97.812,102.496,102.496,Boy
1952,97.812,97.812,102.496,102.496,Boy
1953,97.812,97.812,102.496,102.496,Boy
1954,97.812,97.812,102.496,102.496,Boy
1955,97.812,97.812,102.496,102.496,Boy
1956,97.812,97.812,102.496,102.496,Boy
1957,97.812,97.812,102.496,102.496,Boy
1958,97.812,97.812,102.496,102.496,Boy
1959,97.812,97.812,102.496,102.496,Boy
1960,97.812,97.812,102.496,102.496,Boy
1961,97.812,97.812,102.496,102.496,Boy
1962,97.812,97.812,102.496,102.496,Boy
1963,97.812,97.812,102.496,102.496,Boy
1964,97.812,97.812,102.496,102.496,Boy
1965,97.812,97.812,102.496,102.496,Boy
1966,97.812,97.812,102.496,102.496,Boy
1967,97.812,97.812,102.496,102.496,Boy
1968,97.812,97.812,102.496,102.496,Boy
1969,97.812,97.812,102.496,102.496,Boy
1970,97.812,97.812,102.496,102.496,Boy
1971,97.812,97.812,102.496,102.496,Boy
1972,97.812,97.812,102.496,102.496,Boy
1973,97.812,97.812,102.496,102.496,Boy
1974,97.812,97.812,102.496,102.496,Boy
1975,97.812,97.812,102.496,102.496,Boy
1976,97.812,97.812,102.496,102.496,Boy
1977,97.812,97.812,102.496,102.496,Boy
1978,97.812,97.812,102.496,102.496,Boy
1979,98.245,98.245,102.96,102.96,Boy
1980,98.245,98.245,102.96,102.96,Boy
1981,98.245,98.245,102.96,102.96,Boy
1982,98.245,98.245,102.96,102.96,Boy
1983,98.245,98.245,102.96,102.96,Boy
1984,98.245,98.245,102.96,102.96,Boy
1985,98.245,98.245,102.96,102.96,Boy
1986,98.245,98.245,102.96,102.96,Boy
1987,98.245,98.245,102.96,102.96,Boy
1988,98.245,98.245,102.96,102.96,Boy
1989,98.245,98.245,102.96,102.96,Boy
1990,98.245,98.245,102.96,102.96,Boy
1991,98.245,98.245,102.96,102.96,Boy
1992,98.245,98.245,102.96,102.96,Boy
1993,98.245,98.245,102.96,102.96,Boy
1994,98.245,98.245,102.96,102.96,Boy
1995,98.245,98.245,102.96,102.96,Boy
1996,98.245,98.245,102.96,102.96,Boy
1997,98.245,98.245,102.96,102.96,Boy
1998,98.245,98.245,102.96,102.96,Boy
1999,98.245,98.245,102.96,102.96,Boy
2000,98.245,98.245,102.96,102.96,Boy
2001,98.245,98.245,102.96,102.96,Boy
2002,98.245,98.245,102.96,102.96,Boy
2003,98.245,98.245,102.96,102.96,Boy
2004,98.245,98.245,102.96,102.96,Boy
2005,98.245,98.245,102.96,102.96,Boy
2006,98.245,98.245,102.96,102.96,Boy
2007,98.245,98.245,102.96,102.96,Boy
2008,98.245,98.245,102.96,102.96,Boy
2009,98.674,98.674,103.42,103.42,Boy
2010,98.674,98.674,103.42,103.42,Boy
2011,98.674,98.674,103.42,103.42,Boy
2012,98.674,98.674,103.42,103.42,Boy
2013,98.674,98.674,103.42,103.42,Boy
2014,98.674,98.674,103.42,103.42,Boy
2015,98.674,98.674,103.42,103.42,Boy
2016,98.674,98.674,103.42,103.42,Boy
2017,98.674,98.674,103.42,103.42,Boy
2018,98.674,98.674,103.42,103.42,Boy
2019,98.674,98.674,103.42,103.42,Boy
2020,98.674,98.674,103.42,103.42,Boy
2021,98.674,98.674,103.42,103.42,Boy
2022,98.674,98.674,103.42,103.42,Boy
2023,98.674,98.674,103.42,103.42,Boy
2024,98.674,98.674,103.42,103.42,Boy
2025,98.674,98.674,103.42,103.42,Boy
2026,98.674,98.674,103.42,103.42,Boy
2027,98.674,98.674,103.42,103.42,Boy
2028,98.674,98.674,103.42,103.42,Boy
2029,98.674,98.674,103.42,103.42,Boy
2030,98.674,98.674,103.42,103.42,Boy
2031,98.674,98.674,103.42,103.42,Boy
2032,98.674,98.674,103.42,103.42,Boy
2033,98.674,98.674,103.42,103.42,Boy
2034,98.674,98.674,103.42,103.42,Boy
2035,98.674,98.674,103.42,103.42,Boy
2036,98.674,98.674,103.42,103.42,Boy
2037,98.674,98.674,103.42,103.42,Boy
2038,98.674,98.674,103.42,103.42,Boy
2039,98.674,98.674,103.42,103.42,Boy
2040,99.099,99.099,103.875,103.875,Boy
2041,99.099,99.099,103.875,103.875,Boy
2042,99.099,99.099,103.875,103.875,Boy
2043,99.099,99.099,103.875,103.875,Boy
2044,99.099,99.099,103.875,103.875,Boy
2045,99.099,99.099,103.875,103.875,Boy
2046,99.099,99.099,103.875,103.875,Boy
2047,99.099,99.099,103.875,103.875,Boy
2048,99.099,99.099,103.875,103.875,Boy
2049,99.099,99.099,103.875,103.875,Boy
2050,99.099,99.099,103.875,103.875,Boy
2051,99.099,99.099,103.875,103.875,Boy
2052,99.099,99.099,103.875,103.875,Boy
2053,99.099,99.099,103.875,103.875,Boy
2054,99.099,99.099,103.875,103.875,Boy
2055,99.099,99.099,103.875,103.875,Boy
2056,99.099,99.099,103.875,103.875,Boy
2057,99.099,99.099,103.875,103.875,Boy
2058,99.099,99.099,103.875,103.875,Boy
2059,99.099,99.099,103.875,103.875,Boy
2060,99.099,99.099,103.875,103.875,Boy
2061,99.099,99.099,103.875,103.875,Boy
2062,99.099,99.099,103.875,103.875,Boy
2063,99.099,99.099,103.875,103.875,Boy
2064,99.099,99.099,103.875,103.875,Boy
2065,99.099,99.099,103.875,103.875,Boy
2066,99.099,99.099,103.875,103.875,Boy
2067,99.099,99.099,103.875,103.875,Boy
2068,99.099,99.099,103.875,103.875,Boy
2069,99.099,99.099,103.875,103.875,Boy
2070,99.523,99.523,104.329,104.329,Boy
2071,99.523,99.523,104.329,104.329,Boy
2072,99.523,99.523,104.329,104.329,Boy
2073,99.523,99.523,104.329,104.329,Boy
2074,99.523,99.523,104.329,104.329,Boy
2075,99.523,99.523,104.329,104.329,Boy
2076,99.523,99.523,104.329,104.329,Boy
2077,99.523,99.523,104.329,104.329,Boy
2078,99.523,99.523,104.329,104.329,Boy
2079,99.523,99.523,104.329,104.329,Boy
2080,99.523,99.523,104.329,104.329,Boy
2081,99.523,99.523,104.329,104.329,Boy
2082,99.523,99.523,104.329,104.329,Boy
2083,99.523,99.523,104.329,104.329,Boy
2084,99.523,99.523,104.329,104.329,Boy
2085,99.523,99.523,104.329,104.329,Boy
2086,99.523,99.523,104.329,104.329,Boy
2087,99.523,99.523,104.329,104.329,Boy
2088,99.523,99.523,104.329,104.329,Boy
2089,99.523,99.523,104.329,104.329,Boy
2090,99.523,99.523,104.329,104.329,Boy
2091,99.523,99.523,104.329,104.329,Boy
2092,99.523,99.523,104.329,104.329,Boy
2093,99.523,99.523,104.329,104.329,Boy
2094,99.523,99.523,104.329,104.329,Boy
2095,99.523,99.523,104.329,104.329,Boy
2096,99.523,99.523,104.329,104.329,Boy
2097,99.523,99.523,104.329,104.329,Boy
2098,99.523,99.523,104.329,104.329,Boy
2099,99.523,99.523,104.329,104.329,Boy
2100,99.523,99.523,104.329,104.329,Boy
2101,99.94,99.94,104.777,104.777,Boy
2102,99.94,99.94,104.777,104.777,Boy
2103,99.94,99.94,104.777,104.777,Boy
2104,99.94,99.94,104.777,104.777,Boy
2105,99.94,99.94,104.777,104.777,Boy
2106,99.94,99.94,104.777,104.777,Boy
2107,99.94,99.94,104.777,104.777,Boy
2108,99.94,99.94,104.777,104.777,Boy
2109,99.94,99.94,104.777,104.777,Boy
2110,99.94,99.94,104.777,104.777,Boy
2111,99.94,99.94,104.777,104.777,Boy
2112,99.94,99.94,104.777,104.777,Boy
2113,99.94,99.94,104.777,104.777,Boy
2114,99.94,99.94,104.777,104.777,Boy
2115,99.94,99.94,104.777,104.777,Boy
2116,99.94,99.94,104.777,104.777,Boy
2117,99.94,99.94,104.777,104.777,Boy
2118,99.94,99.94,104.777,104.777,Boy
2119,99.94,99.94,104.777,104.777,Boy
2120,99.94,99.94,104.777,104.777,Boy
2121,99.94,99.94,104.777,104.777,Boy
2122,99.94,99.94,104.777,104.777,Boy
2123,99.94,99.94,104.777,104.777,Boy
2124,99.94,99.94,104.777,104.777,Boy
2125,99.94,99.94,104.777,104.777,Boy
2126,99.94,99.94,104.777,104.777,Boy
2127,99.94,99.94,104.777,104.777,Boy
2128,99.94,99.94,104.777,104.777,Boy
2129,99.94,99.94,104.777,104.777,Boy
2130,99.94,99.94,104.777,104.777,Boy
2131,100.353,100.353,105.22,105.22,Boy
2132,100.353,100.353,105.22,105.22,Boy
2133,100.353,100.353,105.22,105.22,Boy
2134,100.353,100.353,105.22,105.22,Boy
2135,100.353,100.353,105.22,105.22,Boy
2136,100.353,100.353,105.22,105.22,Boy
2137,100.353,100.353,105.22,105.22,Boy
2138,100.353,100.353,105.22,105.22,Boy
2139,100.353,100.353,105.22,105.22,Boy
2140,100.353,100.353,105.22,105.22,Boy
2141,100.353,100.353,105.22,105.22,Boy
2142,100.353,100.353,105.22,105.22,Boy
