Gender,Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal Height,Severly Underweight,Moderately Underweight min,Moderately Underweight max,Normal Weight
Girl,0,43.56,43.56,45.422,45.422,2.033,2.033,2.395,2.395
Girl,1,43.72,43.72,45.585,45.585,1.994,1.994,2.352,2.352
Girl,2,43.88,43.88,45.748,45.748,2.002,2.002,2.362,2.362
Girl,3,44.038,44.038,45.91,45.91,2.017,2.017,2.378,2.378
Girl,4,44.199,44.199,46.074,46.074,2.034,2.034,2.397,2.397
Girl,5,44.359,44.359,46.237,46.237,2.053,2.053,2.418,2.418
Girl,6,44.519,44.519,46.4,46.4,2.074,2.074,2.44,2.44
Girl,7,44.68,44.68,46.563,46.563,2.096,2.096,2.464,2.464
Girl,8,44.84,44.84,46.726,46.726,2.118,2.118,2.488,2.488
Girl,9,45.001,45.001,46.89,46.89,2.141,2.141,2.513,2.513
Girl,10,45.16,45.16,47.052,47.052,2.165,2.165,2.54,2.54
Girl,11,45.321,45.321,47.216,47.216,2.19,2.19,2.567,2.567
Girl,12,45.482,45.482,47.379,47.379,2.216,2.216,2.595,2.595
Girl,13,45.642,45.642,47.543,47.543,2.242,2.242,2.623,2.623
Girl,14,45.803,45.803,47.706,47.706,2.269,2.269,2.653,2.653
Girl,15,45.933,45.933,47.839,47.839,2.297,2.297,2.683,2.683
Girl,16,46.061,46.061,47.971,47.971,2.325,2.325,2.714,2.714
Girl,17,46.19,46.19,48.102,48.102,2.353,2.353,2.745,2.745
Girl,18,46.316,46.316,48.232,48.232,2.382,2.382,2.777,2.777
Girl,19,46.444,46.444,48.362,48.362,2.41,2.41,2.808,2.808
Girl,20,46.568,46.568,48.491,48.491,2.439,2.439,2.84,2.84
Girl,21,46.694,46.694,48.619,48.619,2.468,2.468,2.871,2.871
Girl,22,46.817,46.817,48.746,48.746,2.496,2.496,2.903,2.903
Girl,23,46.94,46.94,48.872,48.872,2.525,2.525,2.934,2.934
Girl,24,47.061,47.061,48.996,48.996,2.553,2.553,2.965,2.965
Girl,25,47.184,47.184,49.121,49.121,2.582,2.582,2.996,2.996
Girl,26,47.303,47.303,49.244,49.244,2.61,2.61,3.027,3.027
Girl,27,47.422,47.422,49.366,49.366,2.638,2.638,3.058,3.058
Girl,28,47.54,47.54,49.487,49.487,2.665,2.665,3.088,3.088
Girl,29,47.658,47.658,49.608,49.608,2.693,2.693,3.118,3.118
Girl,30,47.774,47.774,49.727,49.727,2.72,2.72,3.148,3.148
Girl,31,47.89,47.89,49.846,49.846,2.747,2.747,3.178,3.178
Girl,32,48.003,48.003,49.962,49.962,2.774,2.774,3.207,3.207
Girl,33,48.117,48.117,50.079,50.079,2.801,2.801,3.236,3.236
Girl,34,48.231,48.231,50.195,50.195,2.827,2.827,3.265,3.265
Girl,35,48.343,48.343,50.31,50.31,2.853,2.853,3.294,3.294
Girl,36,48.453,48.453,50.424,50.424,2.879,2.879,3.322,3.322
Girl,37,48.564,48.564,50.537,50.537,2.904,2.904,3.35,3.35
Girl,38,48.674,48.674,50.65,50.65,2.93,2.93,3.377,3.377
Girl,39,48.781,48.781,50.76,50.76,2.955,2.955,3.405,3.405
Girl,40,48.89,48.89,50.871,50.871,2.98,2.98,3.432,3.432
Girl,41,48.996,48.996,50.98,50.98,3.004,3.004,3.459,3.459
Girl,42,49.102,49.102,51.09,51.09,3.029,3.029,3.485,3.485
Girl,43,49.207,49.207,51.197,51.197,3.053,3.053,3.512,3.512
Girl,44,49.312,49.312,51.305,51.305,3.077,3.077,3.538,3.538
Girl,45,49.415,49.415,51.411,51.411,3.1,3.1,3.564,3.564
Girl,46,49.518,49.518,51.516,51.516,3.124,3.124,3.589,3.589
Girl,47,49.621,49.621,51.621,51.621,3.147,3.147,3.614,3.614
Girl,48,49.721,49.721,51.725,51.725,3.17,3.17,3.639,3.639
Girl,49,49.822,49.822,51.828,51.828,3.192,3.192,3.664,3.664
Girl,50,49.921,49.921,51.93,51.93,3.215,3.215,3.689,3.689
Girl,51,50.021,50.021,52.032,52.032,3.237,3.237,3.713,3.713
Girl,52,50.119,50.119,52.133,52.133,3.259,3.259,3.737,3.737
Girl,53,50.216,50.216,52.233,52.233,3.281,3.281,3.761,3.761
Girl,54,50.313,50.313,52.332,52.332,3.303,3.303,3.785,3.785
Girl,55,50.409,50.409,52.43,52.43,3.324,3.324,3.808,3.808
Girl,56,50.504,50.504,52.528,52.528,3.345,3.345,3.831,3.831
Girl,57,50.598,50.598,52.625,52.625,3.366,3.366,3.854,3.854
Girl,58,50.692,50.692,52.721,52.721,3.387,3.387,3.877,3.877
Girl,59,50.785,50.785,52.817,52.817,3.408,3.408,3.899,3.899
Girl,60,50.878,50.878,52.912,52.912,3.428,3.428,3.922,3.922
Girl,61,50.97,50.97,53.006,53.006,3.449,3.449,3.944,3.944
Girl,62,51.061,51.061,53.1,53.1,3.469,3.469,3.966,3.966
Girl,63,51.152,51.152,53.193,53.193,3.489,3.489,3.987,3.987
Girl,64,51.242,51.242,53.286,53.286,3.508,3.508,4.009,4.009
Girl,65,51.33,51.33,53.377,53.377,3.528,3.528,4.031,4.031
Girl,66,51.42,51.42,53.468,53.468,3.548,3.548,4.052,4.052
Girl,67,51.508,51.508,53.559,53.559,3.567,3.567,4.073,4.073
Girl,68,51.596,51.596,53.65,53.65,3.586,3.586,4.094,4.094
Girl,69,51.684,51.684,53.739,53.739,3.605,3.605,4.114,4.114
Girl,70,51.769,51.769,53.827,53.827,3.624,3.624,4.135,4.135
Girl,71,51.856,51.856,53.916,53.916,3.643,3.643,4.155,4.155
Girl,72,51.942,51.942,54.004,54.004,3.661,3.661,4.175,4.175
Girl,73,52.025,52.025,54.09,54.09,3.679,3.679,4.195,4.195
Girl,74,52.11,52.11,54.177,54.177,3.698,3.698,4.215,4.215
Girl,75,52.195,52.195,54.264,54.264,3.716,3.716,4.235,4.235
Girl,76,52.277,52.277,54.349,54.349,3.734,3.734,4.255,4.255
Girl,77,52.36,52.36,54.434,54.434,3.752,3.752,4.274,4.274
Girl,78,52.441,52.441,54.518,54.518,3.769,3.769,4.293,4.293
Girl,79,52.524,52.524,54.602,54.602,3.787,3.787,4.312,4.312
Girl,80,52.604,52.604,54.685,54.685,3.804,3.804,4.331,4.331
Girl,81,52.686,52.686,54.768,54.768,3.821,3.821,4.35,4.35
Girl,82,52.765,52.765,54.85,54.85,3.838,3.838,4.369,4.369
Girl,83,52.845,52.845,54.932,54.932,3.855,3.855,4.387,4.387
Girl,84,52.924,52.924,55.013,55.013,3.872,3.872,4.406,4.406
Girl,85,53.003,53.003,55.095,55.095,3.889,3.889,4.424,4.424
Girl,86,53.081,53.081,55.175,55.175,3.905,3.905,4.442,4.442
Girl,87,53.158,53.158,55.254,55.254,3.922,3.922,4.46,4.46
Girl,88,53.236,53.236,55.334,55.334,3.938,3.938,4.478,4.478
Girl,89,53.312,53.312,55.412,55.412,3.955,3.955,4.496,4.496
Girl,90,53.39,53.39,55.491,55.491,3.971,3.971,4.513,4.513
Girl,91,53.465,53.465,55.569,55.569,3.987,3.987,4.531,4.531
Girl,92,53.54,53.54,55.646,55.646,4.003,4.003,4.548,4.548
Girl,93,53.616,53.616,55.724,55.724,4.018,4.018,4.565,4.565
Girl,94,53.69,53.69,55.8,55.8,4.034,4.034,4.582,4.582
Girl,95,53.763,53.763,55.876,55.876,4.05,4.05,4.599,4.599
Girl,96,53.837,53.837,55.951,55.951,4.065,4.065,4.616,4.616
Girl,97,53.911,53.911,56.028,56.028,4.081,4.081,4.633,4.633
Girl,98,53.984,53.984,56.102,56.102,4.096,4.096,4.65,4.65
Girl,99,54.056,54.056,56.176,56.176,4.111,4.111,4.666,4.666
Girl,100,54.127,54.127,56.25,56.25,4.126,4.126,4.683,4.683
Girl,101,54.199,54.199,56.324,56.324,4.141,4.141,4.699,4.699
Girl,102,54.271,54.271,56.398,56.398,4.156,4.156,4.715,4.715
Girl,103,54.342,54.342,56.47,56.47,4.171,4.171,4.731,4.731
Girl,104,54.412,54.412,56.542,56.542,4.185,4.185,4.747,4.747
Girl,105,54.482,54.482,56.614,56.614,4.2,4.2,4.763,4.763
Girl,106,54.551,54.551,56.686,56.686,4.214,4.214,4.779,4.779
Girl,107,54.62,54.62,56.757,56.757,4.229,4.229,4.794,4.794
Girl,108,54.689,54.689,56.827,56.827,4.243,4.243,4.81,4.81
Girl,109,54.757,54.757,56.898,56.898,4.257,4.257,4.825,4.825
Girl,110,54.827,54.827,56.969,56.969,4.271,4.271,4.841,4.841
Girl,111,54.894,54.894,57.038,57.038,4.285,4.285,4.856,4.856
Girl,112,54.961,54.961,57.107,57.107,4.299,4.299,4.871,4.871
Girl,113,55.028,55.028,57.176,57.176,4.313,4.313,4.886,4.886
Girl,114,55.095,55.095,57.244,57.244,4.326,4.326,4.901,4.901
Girl,115,55.161,55.161,57.312,57.312,4.34,4.34,4.916,4.916
Girl,116,55.227,55.227,57.38,57.38,4.353,4.353,4.93,4.93
Girl,117,55.292,55.292,57.447,57.447,4.367,4.367,4.945,4.945
Girl,118,55.357,55.357,57.514,57.514,4.38,4.38,4.96,4.96
Girl,119,55.422,55.422,57.581,57.581,4.394,4.394,4.974,4.974
Girl,120,55.486,55.486,57.647,57.647,4.407,4.407,4.988,4.988
Girl,121,55.548,55.548,57.712,57.712,4.42,4.42,5.003,5.003
Girl,122,55.612,55.612,57.777,57.777,4.433,4.433,5.017,5.017
Girl,123,55.675,55.675,57.842,57.842,4.446,4.446,5.031,5.031
Girl,124,55.738,55.738,57.907,57.907,4.458,4.458,5.045,5.045
Girl,125,55.801,55.801,57.971,57.971,4.471,4.471,5.059,5.059
Girl,126,55.863,55.863,58.035,58.035,4.484,4.484,5.073,5.073
Girl,127,55.925,55.925,58.099,58.099,4.496,4.496,5.086,5.086
Girl,128,55.987,55.987,58.163,58.163,4.509,4.509,5.1,5.1
Girl,129,56.049,56.049,58.226,58.226,4.521,4.521,5.113,5.113
Girl,130,56.108,56.108,58.287,58.287,4.534,4.534,5.127,5.127
Girl,131,56.168,56.168,58.35,58.35,4.546,4.546,5.14,5.14
Girl,132,56.229,56.229,58.412,58.412,4.558,4.558,5.154,5.154
Girl,133,56.289,56.289,58.474,58.474,4.57,4.57,5.167,5.167
Girl,134,56.349,56.349,58.535,58.535,4.582,4.582,5.18,5.18
Girl,135,56.407,56.407,58.595,58.595,4.594,4.594,5.193,5.193
Girl,136,56.466,56.466,58.656,58.656,4.606,4.606,5.206,5.206
Girl,137,56.525,56.525,58.716,58.716,4.618,4.618,5.219,5.219
Girl,138,56.584,56.584,58.777,58.777,4.629,4.629,5.231,5.231
Girl,139,56.642,56.642,58.837,58.837,4.641,4.641,5.244,5.244
Girl,140,56.698,56.698,58.895,58.895,4.652,4.652,5.257,5.257
Girl,141,56.756,56.756,58.954,58.954,4.664,4.664,5.269,5.269
Girl,142,56.814,56.814,59.013,59.013,4.675,4.675,5.282,5.282
Girl,143,56.869,56.869,59.071,59.071,4.687,4.687,5.294,5.294
Girl,144,56.926,56.926,59.13,59.13,4.698,4.698,5.306,5.306
Girl,145,56.983,56.983,59.188,59.188,4.709,4.709,5.318,5.318
Girl,146,57.038,57.038,59.245,59.245,4.72,4.72,5.331,5.331
Girl,147,57.094,57.094,59.303,59.303,4.731,4.731,5.343,5.343
Girl,148,57.15,57.15,59.36,59.36,4.742,4.742,5.355,5.355
Girl,149,57.204,57.204,59.416,59.416,4.753,4.753,5.366,5.366
Girl,150,57.26,57.26,59.473,59.473,4.764,4.764,5.378,5.378
Girl,151,57.315,57.315,59.53,59.53,4.775,4.775,5.39,5.39
Girl,152,57.368,57.368,59.585,59.585,4.785,4.785,5.402,5.402
Girl,153,57.423,57.423,59.641,59.641,4.796,4.796,5.413,5.413
Girl,154,57.478,57.478,59.697,59.697,4.807,4.807,5.425,5.425
Girl,155,57.53,57.53,59.752,59.752,4.817,4.817,5.436,5.436
Girl,156,57.584,57.584,59.808,59.808,4.828,4.828,5.448,5.448
Girl,157,57.636,57.636,59.862,59.862,4.838,4.838,5.459,5.459
Girl,158,57.69,57.69,59.917,59.917,4.848,4.848,5.47,5.47
Girl,159,57.742,57.742,59.97,59.97,4.859,4.859,5.482,5.482
Girl,160,57.795,57.795,60.025,60.025,4.869,4.869,5.493,5.493
Girl,161,57.849,57.849,60.08,60.08,4.879,4.879,5.504,5.504
Girl,162,57.9,57.9,60.133,60.133,4.889,4.889,5.515,5.515
Girl,163,57.952,57.952,60.187,60.187,4.899,4.899,5.526,5.526
Girl,164,58.003,58.003,60.239,60.239,4.909,4.909,5.537,5.537
Girl,165,58.056,58.056,60.293,60.293,4.919,4.919,5.548,5.548
Girl,166,58.106,58.106,60.345,60.345,4.929,4.929,5.558,5.558
Girl,167,58.158,58.158,60.399,60.399,4.938,4.938,5.569,5.569
Girl,168,58.208,58.208,60.451,60.451,4.948,4.948,5.58,5.58
Girl,169,58.26,58.26,60.504,60.504,4.958,4.958,5.59,5.59
Girl,170,58.309,58.309,60.555,60.555,4.968,4.968,5.601,5.601
Girl,171,58.359,58.359,60.607,60.607,4.977,4.977,5.611,5.611
Girl,172,58.41,58.41,60.659,60.659,4.987,4.987,5.622,5.622
Girl,173,58.459,58.459,60.71,60.71,4.996,4.996,5.632,5.632
Girl,174,58.51,58.51,60.762,60.762,5.006,5.006,5.642,5.642
Girl,175,58.559,58.559,60.813,60.813,5.015,5.015,5.653,5.653
Girl,176,58.609,58.609,60.865,60.865,5.024,5.024,5.663,5.663
Girl,177,58.658,58.658,60.915,60.915,5.034,5.034,5.673,5.673
Girl,178,58.706,58.706,60.965,60.965,5.043,5.043,5.683,5.683
Girl,179,58.756,58.756,61.017,61.017,5.052,5.052,5.693,5.693
Girl,180,58.804,58.804,61.067,61.067,5.061,5.061,5.703,5.703
Girl,181,58.852,58.852,61.116,61.116,5.07,5.07,5.713,5.713
Girl,182,58.902,58.902,61.167,61.167,5.079,5.079,5.723,5.723
Girl,183,58.95,58.95,61.217,61.217,5.088,5.088,5.733,5.733
Girl,184,58.999,58.999,61.267,61.267,5.097,5.097,5.743,5.743
Girl,185,59.047,59.047,61.317,61.317,5.106,5.106,5.753,5.753
Girl,186,59.094,59.094,61.366,61.366,5.115,5.115,5.762,5.762
Girl,187,59.141,59.141,61.415,61.415,5.124,5.124,5.772,5.772
Girl,188,59.19,59.19,61.465,61.465,5.133,5.133,5.782,5.782
Girl,189,59.237,59.237,61.513,61.513,5.141,5.141,5.791,5.791
Girl,190,59.284,59.284,61.562,61.562,5.15,5.15,5.801,5.801
Girl,191,59.332,59.332,61.612,61.612,5.159,5.159,5.81,5.81
Girl,192,59.379,59.379,61.66,61.66,5.167,5.167,5.82,5.82
Girl,193,59.425,59.425,61.708,61.708,5.176,5.176,5.829,5.829
Girl,194,59.473,59.473,61.758,61.758,5.185,5.185,5.838,5.838
Girl,195,59.519,59.519,61.806,61.806,5.193,5.193,5.848,5.848
Girl,196,59.566,59.566,61.853,61.853,5.201,5.201,5.857,5.857
Girl,197,59.611,59.611,61.901,61.901,5.21,5.21,5.866,5.866
Girl,198,59.657,59.657,61.949,61.949,5.218,5.218,5.875,5.875
Girl,199,59.705,59.705,61.997,61.997,5.226,5.226,5.884,5.884
Girl,200,59.751,59.751,62.045,62.045,5.235,5.235,5.893,5.893
Girl,201,59.796,59.796,62.092,62.092,5.243,5.243,5.902,5.902
Girl,202,59.841,59.841,62.139,62.139,5.251,5.251,5.911,5.911
Girl,203,59.889,59.889,62.188,62.188,5.259,5.259,5.92,5.92
Girl,204,59.934,59.934,62.234,62.234,5.267,5.267,5.929,5.929
Girl,205,59.979,59.979,62.281,62.281,5.276,5.276,5.938,5.938
Girl,206,60.024,60.024,62.328,62.328,5.284,5.284,5.947,5.947
Girl,207,60.069,60.069,62.375,62.375,5.292,5.292,5.956,5.956
Girl,208,60.114,60.114,62.421,62.421,5.3,5.3,5.965,5.965
Girl,209,60.161,60.161,62.469,62.469,5.307,5.307,5.973,5.973
Girl,210,60.205,60.205,62.515,62.515,5.315,5.315,5.982,5.982
Girl,211,60.25,60.25,62.562,62.562,5.323,5.323,5.991,5.991
Girl,212,60.294,60.294,62.608,62.608,5.331,5.331,5.999,5.999
Girl,213,60.338,60.338,62.654,62.654,5.339,5.339,6.008,6.008
Girl,214,60.383,60.383,62.7,62.7,5.347,5.347,6.016,6.016
Girl,215,60.427,60.427,62.746,62.746,5.354,5.354,6.025,6.025
Girl,216,60.471,60.471,62.791,62.791,5.362,5.362,6.033,6.033
Girl,217,60.517,60.517,62.838,62.838,5.37,5.37,6.042,6.042
Girl,218,60.561,60.561,62.884,62.884,5.377,5.377,6.05,6.05
Girl,219,60.605,60.605,62.929,62.929,5.385,5.385,6.059,6.059
Girl,220,60.649,60.649,62.975,62.975,5.393,5.393,6.067,6.067
Girl,221,60.692,60.692,63.02,63.02,5.4,5.4,6.075,6.075
Girl,222,60.736,60.736,63.066,63.066,5.407,5.407,6.083,6.083
Girl,223,60.779,60.779,63.111,63.111,5.415,5.415,6.092,6.092
Girl,224,60.823,60.823,63.156,63.156,5.423,5.423,6.1,6.1
Girl,225,60.866,60.866,63.201,63.201,5.43,5.43,6.108,6.108
Girl,226,60.909,60.909,63.246,63.246,5.437,5.437,6.116,6.116
Girl,227,60.953,60.953,63.291,63.291,5.445,5.445,6.124,6.124
Girl,228,60.996,60.996,63.335,63.335,5.452,5.452,6.132,6.132
Girl,229,61.039,61.039,63.38,63.38,5.459,5.459,6.14,6.14
Girl,230,61.082,61.082,63.425,63.425,5.467,5.467,6.148,6.148
Girl,231,61.125,61.125,63.469,63.469,5.474,5.474,6.156,6.156
Girl,232,61.167,61.167,63.514,63.514,5.481,5.481,6.164,6.164
Girl,233,61.21,61.21,63.558,63.558,5.488,5.488,6.172,6.172
Girl,234,61.253,61.253,63.602,63.602,5.495,5.495,6.18,6.18
Girl,235,61.295,61.295,63.647,63.647,5.502,5.502,6.188,6.188
Girl,236,61.338,61.338,63.691,63.691,5.509,5.509,6.196,6.196
Girl,237,61.38,61.38,63.735,63.735,5.517,5.517,6.204,6.204
Girl,238,61.423,61.423,63.779,63.779,5.524,5.524,6.211,6.211
Girl,239,61.465,61.465,63.823,63.823,5.531,5.531,6.219,6.219
Girl,240,61.507,61.507,63.867,63.867,5.538,5.538,6.227,6.227
Girl,241,61.55,61.55,63.911,63.911,5.544,5.544,6.234,6.234
Girl,242,61.592,61.592,63.954,63.954,5.551,5.551,6.242,6.242
Girl,243,61.634,61.634,63.998,63.998,5.558,5.558,6.25,6.25
Girl,244,61.676,61.676,64.042,64.042,5.565,5.565,6.257,6.257
Girl,245,61.718,61.718,64.085,64.085,5.572,5.572,6.265,6.265
Girl,246,61.76,61.76,64.129,64.129,5.579,5.579,6.272,6.272
Girl,247,61.801,61.801,64.172,64.172,5.586,5.586,6.28,6.28
Girl,248,61.843,61.843,64.215,64.215,5.593,5.593,6.287,6.287
Girl,249,61.885,61.885,64.259,64.259,5.599,5.599,6.295,6.295
Girl,250,61.926,61.926,64.302,64.302,5.606,5.606,6.302,6.302
Girl,251,61.966,61.966,64.344,64.344,5.613,5.613,6.31,6.31
Girl,252,62.007,62.007,64.387,64.387,5.619,5.619,6.317,6.317
Girl,253,62.049,62.049,64.43,64.43,5.626,5.626,6.324,6.324
Girl,254,62.09,62.09,64.473,64.473,5.633,5.633,6.332,6.332
Girl,255,62.131,62.131,64.516,64.516,5.639,5.639,6.339,6.339
Girl,256,62.173,62.173,64.558,64.558,5.646,5.646,6.346,6.346
Girl,257,62.214,62.214,64.601,64.601,5.652,5.652,6.354,6.354
Girl,258,62.255,62.255,64.644,64.644,5.659,5.659,6.361,6.361
Girl,259,62.296,62.296,64.686,64.686,5.665,5.665,6.368,6.368
Girl,260,62.335,62.335,64.728,64.728,5.672,5.672,6.375,6.375
Girl,261,62.376,62.376,64.77,64.77,5.678,5.678,6.382,6.382
Girl,262,62.417,62.417,64.813,64.813,5.685,5.685,6.389,6.389
Girl,263,62.458,62.458,64.855,64.855,5.691,5.691,6.397,6.397
Girl,264,62.498,62.498,64.897,64.897,5.698,5.698,6.404,6.404
Girl,265,62.539,62.539,64.94,64.94,5.704,5.704,6.411,6.411
Girl,266,62.578,62.578,64.98,64.98,5.711,5.711,6.418,6.418
Girl,267,62.618,62.618,65.023,65.023,5.717,5.717,6.425,6.425
Girl,268,62.659,62.659,65.065,65.065,5.723,5.723,6.432,6.432
Girl,269,62.699,62.699,65.107,65.107,5.73,5.73,6.439,6.439
Girl,270,62.74,62.74,65.149,65.149,5.736,5.736,6.446,6.446
Girl,271,62.778,62.778,65.189,65.189,5.742,5.742,6.453,6.453
Girl,272,62.818,62.818,65.231,65.231,5.748,5.748,6.46,6.46
Girl,273,62.859,62.859,65.273,65.273,5.755,5.755,6.466,6.466
Girl,274,62.899,62.899,65.315,65.315,5.761,5.761,6.473,6.473
Girl,275,62.939,62.939,65.356,65.356,5.767,5.767,6.48,6.48
Girl,276,62.977,62.977,65.397,65.397,5.773,5.773,6.487,6.487
Girl,277,63.017,63.017,65.438,65.438,5.779,5.779,6.494,6.494
Girl,278,63.057,63.057,65.48,65.48,5.785,5.785,6.501,6.501
Girl,279,63.097,63.097,65.521,65.521,5.792,5.792,6.507,6.507
Girl,280,63.137,63.137,65.563,65.563,5.798,5.798,6.514,6.514
Girl,281,63.175,63.175,65.603,65.603,5.804,5.804,6.521,6.521
Girl,282,63.214,63.214,65.644,65.644,5.81,5.81,6.528,6.528
Girl,283,63.254,63.254,65.685,65.685,5.816,5.816,6.534,6.534
Girl,284,63.294,63.294,65.727,65.727,5.822,5.822,6.541,6.541
Girl,285,63.331,63.331,65.766,65.766,5.828,5.828,6.548,6.548
Girl,286,63.371,63.371,65.807,65.807,5.834,5.834,6.554,6.554
Girl,287,63.411,63.411,65.848,65.848,5.84,5.84,6.561,6.561
Girl,288,63.448,63.448,65.888,65.888,5.846,5.846,6.568,6.568
Girl,289,63.487,63.487,65.929,65.929,5.852,5.852,6.574,6.574
Girl,290,63.527,63.527,65.97,65.97,5.858,5.858,6.581,6.581
Girl,291,63.566,63.566,66.011,66.011,5.864,5.864,6.587,6.587
Girl,292,63.603,63.603,66.05,66.05,5.87,5.87,6.594,6.594
Girl,293,63.643,63.643,66.091,66.091,5.876,5.876,6.601,6.601
Girl,294,63.682,63.682,66.132,66.132,5.881,5.881,6.607,6.607
Girl,295,63.719,63.719,66.171,66.171,5.887,5.887,6.614,6.614
Girl,296,63.758,63.758,66.212,66.212,5.893,5.893,6.62,6.62
Girl,297,63.797,63.797,66.252,66.252,5.899,5.899,6.626,6.626
Girl,298,63.836,63.836,66.293,66.293,5.905,5.905,6.633,6.633
Girl,299,63.873,63.873,66.332,66.332,5.911,5.911,6.639,6.639
Girl,300,63.912,63.912,66.372,66.372,5.917,5.917,6.646,6.646
Girl,301,63.95,63.95,66.412,66.412,5.922,5.922,6.652,6.652
Girl,302,63.987,63.987,66.451,66.451,5.928,5.928,6.659,6.659
Girl,303,64.026,64.026,66.491,66.491,5.934,5.934,6.665,6.665
Girl,304,64.065,64.065,66.532,66.532,5.94,5.94,6.671,6.671
Girl,305,64.101,64.101,66.57,66.57,5.945,5.945,6.678,6.678
Girl,306,64.14,64.14,66.61,66.61,5.951,5.951,6.684,6.684
Girl,307,64.178,64.178,66.651,66.651,5.957,5.957,6.69,6.69
Girl,308,64.215,64.215,66.689,66.689,5.962,5.962,6.697,6.697
Girl,309,64.253,64.253,66.729,66.729,5.968,5.968,6.703,6.703
Girl,310,64.292,64.292,66.769,66.769,5.974,5.974,6.71,6.71
Girl,311,64.328,64.328,66.807,66.807,5.98,5.98,6.716,6.716
Girl,312,64.366,64.366,66.847,66.847,5.985,5.985,6.722,6.722
Girl,313,64.402,64.402,66.885,66.885,5.991,5.991,6.728,6.728
Girl,314,64.441,64.441,66.925,66.925,5.996,5.996,6.734,6.734
Girl,315,64.479,64.479,66.965,66.965,6.002,6.002,6.741,6.741
Girl,316,64.515,64.515,67.003,67.003,6.008,6.008,6.747,6.747
Girl,317,64.553,64.553,67.043,67.043,6.013,6.013,6.753,6.753
Girl,318,64.591,64.591,67.082,67.082,6.019,6.019,6.759,6.759
Girl,319,64.627,64.627,67.12,67.12,6.024,6.024,6.766,6.766
Girl,320,64.665,64.665,67.16,67.16,6.03,6.03,6.772,6.772
Girl,321,64.7,64.7,67.198,67.198,6.036,6.036,6.778,6.778
Girl,322,64.738,64.738,67.237,67.237,6.041,6.041,6.784,6.784
Girl,323,64.776,64.776,67.276,67.276,6.047,6.047,6.79,6.79
Girl,324,64.812,64.812,67.314,67.314,6.052,6.052,6.796,6.796
Girl,325,64.849,64.849,67.353,67.353,6.058,6.058,6.803,6.803
Girl,326,64.885,64.885,67.391,67.391,6.063,6.063,6.809,6.809
Girl,327,64.923,64.923,67.43,67.43,6.069,6.069,6.815,6.815
Girl,328,64.96,64.96,67.469,67.469,6.074,6.074,6.821,6.821
Girl,329,64.996,64.996,67.507,67.507,6.08,6.08,6.827,6.827
Girl,330,65.033,65.033,67.545,67.545,6.085,6.085,6.833,6.833
Girl,331,65.068,65.068,67.583,67.583,6.091,6.091,6.839,6.839
Girl,332,65.106,65.106,67.622,67.622,6.096,6.096,6.845,6.845
Girl,333,65.141,65.141,67.659,67.659,6.102,6.102,6.851,6.851
Girl,334,65.178,65.178,67.698,67.698,6.107,6.107,6.857,6.857
Girl,335,65.216,65.216,67.737,67.737,6.113,6.113,6.863,6.863
Girl,336,65.251,65.251,67.774,67.774,6.118,6.118,6.869,6.869
Girl,337,65.288,65.288,67.812,67.812,6.124,6.124,6.875,6.875
Girl,338,65.323,65.323,67.85,67.85,6.129,6.129,6.882,6.882
Girl,339,65.36,65.36,67.888,67.888,6.134,6.134,6.887,6.887
Girl,340,65.395,65.395,67.925,67.925,6.14,6.14,6.893,6.893
Girl,341,65.432,65.432,67.964,67.964,6.145,6.145,6.899,6.899
Girl,342,65.467,65.467,68.001,68.001,6.151,6.151,6.905,6.905
Girl,343,65.504,65.504,68.039,68.039,6.156,6.156,6.911,6.911
Girl,344,65.538,65.538,68.076,68.076,6.161,6.161,6.917,6.917
Girl,345,65.575,65.575,68.114,68.114,6.167,6.167,6.923,6.923
Girl,346,65.612,65.612,68.152,68.152,6.172,6.172,6.929,6.929
Girl,347,65.646,65.646,68.189,68.189,6.177,6.177,6.935,6.935
Girl,348,65.683,65.683,68.227,68.227,6.183,6.183,6.941,6.941
Girl,349,65.718,65.718,68.264,68.264,6.188,6.188,6.947,6.947
Girl,350,65.754,65.754,68.302,68.302,6.193,6.193,6.953,6.953
Girl,351,65.789,65.789,68.338,68.338,6.199,6.199,6.959,6.959
Girl,352,65.825,65.825,68.376,68.376,6.204,6.204,6.965,6.965
Girl,353,65.86,65.86,68.413,68.413,6.209,6.209,6.971,6.971
Girl,354,65.896,65.896,68.451,68.451,6.215,6.215,6.977,6.977
Girl,355,65.93,65.93,68.487,68.487,6.22,6.22,6.983,6.983
Girl,356,65.966,65.966,68.525,68.525,6.225,6.225,6.988,6.988
Girl,357,66.001,66.001,68.561,68.561,6.231,6.231,6.994,6.994
Girl,358,66.037,66.037,68.599,68.599,6.236,6.236,7,7
Girl,359,66.071,66.071,68.635,68.635,6.241,6.241,7.006,7.006
Girl,360,66.107,66.107,68.673,68.673,6.247,6.247,7.012,7.012
Girl,361,66.141,66.141,68.709,68.709,6.252,6.252,7.018,7.018
Girl,362,66.177,66.177,68.746,68.746,6.257,6.257,7.024,7.024
Girl,363,66.211,66.211,68.782,68.782,6.263,6.263,7.03,7.03
Girl,364,66.247,66.247,68.82,68.82,6.268,6.268,7.035,7.035
Girl,365,66.281,66.281,68.856,68.856,6.273,6.273,7.041,7.041
