Gender,Day,Severly Stunted,Moderately Stunted min,Moderately Stunted max,Normal Height,Severly Underweight,Moderately Underweight min,Moderately Underweight max,Normal Weight
Girl,805,77.764,77.764,81.117,81.117,8.414,8.414,9.428,9.428
Girl,806,77.786,77.786,81.141,81.141,8.418,8.418,9.433,9.433
Girl,807,77.81,77.81,81.166,81.166,8.423,8.423,9.439,9.439
Girl,808,77.832,77.832,81.19,81.19,8.427,8.427,9.444,9.444
Girl,809,77.853,77.853,81.213,81.213,8.432,8.432,9.449,9.449
Girl,810,77.878,77.878,81.239,81.239,8.437,8.437,9.454,9.454
Girl,811,77.899,77.899,81.262,81.262,8.441,8.441,9.459,9.459
Girl,812,77.921,77.921,81.286,81.286,8.446,8.446,9.465,9.465
Girl,813,77.942,77.942,81.309,81.309,8.45,8.45,9.47,9.47
Girl,814,77.967,77.967,81.334,81.334,8.455,8.455,9.475,9.475
Girl,815,77.988,77.988,81.358,81.358,8.459,8.459,9.48,9.48
Girl,816,78.01,78.01,81.381,81.381,8.464,8.464,9.485,9.485
Girl,817,78.034,78.034,81.407,81.407,8.468,8.468,9.49,9.49
Girl,818,78.055,78.055,81.43,81.43,8.473,8.473,9.495,9.495
Girl,819,78.077,78.077,81.453,81.453,8.477,8.477,9.501,9.501
Girl,820,78.098,78.098,81.477,81.477,8.482,8.482,9.506,9.506
Girl,821,78.122,78.122,81.502,81.502,8.487,8.487,9.511,9.511
Girl,822,78.144,78.144,81.525,81.525,8.491,8.491,9.516,9.516
Girl,823,78.165,78.165,81.548,81.548,8.496,8.496,9.521,9.521
Girl,824,78.189,78.189,81.574,81.574,8.5,8.5,9.526,9.526
Girl,825,78.211,78.211,81.597,81.597,8.505,8.505,9.532,9.532
Girl,826,78.232,78.232,81.62,81.62,8.509,8.509,9.537,9.537
Girl,827,78.253,78.253,81.643,81.643,8.514,8.514,9.542,9.542
Girl,828,78.277,78.277,81.668,81.668,8.518,8.518,9.547,9.547
Girl,829,78.298,78.298,81.691,81.691,8.523,8.523,9.552,9.552
Girl,830,78.32,78.32,81.715,81.715,8.527,8.527,9.557,9.557
Girl,831,78.343,78.343,81.74,81.74,8.532,8.532,9.562,9.562
Girl,832,78.365,78.365,81.763,81.763,8.536,8.536,9.567,9.567
Girl,833,78.386,78.386,81.786,81.786,8.541,8.541,9.573,9.573
Girl,834,78.41,78.41,81.811,81.811,8.545,8.545,9.578,9.578
Girl,835,78.431,78.431,81.834,81.834,8.55,8.55,9.583,9.583
Girl,836,78.452,78.452,81.857,81.857,8.554,8.554,9.588,9.588
Girl,837,78.473,78.473,81.88,81.88,8.559,8.559,9.593,9.593
Girl,838,78.497,78.497,81.905,81.905,8.563,8.563,9.598,9.598
Girl,839,78.518,78.518,81.928,81.928,8.568,8.568,9.603,9.603
Girl,840,78.539,78.539,81.951,81.951,8.572,8.572,9.608,9.608
Girl,841,78.563,78.563,81.975,81.975,8.577,8.577,9.613,9.613
Girl,842,78.584,78.584,81.998,81.998,8.581,8.581,9.618,9.618
Girl,843,78.605,78.605,82.021,82.021,8.586,8.586,9.624,9.624
Girl,844,78.628,78.628,82.046,82.046,8.59,8.59,9.628,9.628
Girl,845,78.649,78.649,82.069,82.069,8.595,8.595,9.634,9.634
Girl,846,78.67,78.67,82.092,82.092,8.599,8.599,9.639,9.639
Girl,847,78.691,78.691,82.114,82.114,8.604,8.604,9.644,9.644
Girl,848,78.715,78.715,82.139,82.139,8.608,8.608,9.649,9.649
Girl,849,78.736,78.736,82.162,82.162,8.612,8.612,9.654,9.654
Girl,850,78.756,78.756,82.184,82.184,8.617,8.617,9.659,9.659
Girl,851,78.78,78.78,82.209,82.209,8.621,8.621,9.664,9.664
Girl,852,78.801,78.801,82.232,82.232,8.626,8.626,9.669,9.669
Girl,853,78.822,78.822,82.254,82.254,8.63,8.63,9.674,9.674
Girl,854,78.845,78.845,82.279,82.279,8.635,8.635,9.679,9.679
Girl,855,78.866,78.866,82.302,82.302,8.639,8.639,9.684,9.684
Girl,856,78.887,78.887,82.324,82.324,8.644,8.644,9.689,9.689
Girl,857,78.907,78.907,82.347,82.347,8.648,8.648,9.694,9.694
Girl,858,78.931,78.931,82.371,82.371,8.652,8.652,9.699,9.699
Girl,859,78.951,78.951,82.394,82.394,8.657,8.657,9.704,9.704
Girl,860,78.972,78.972,82.416,82.416,8.661,8.661,9.709,9.709
Girl,861,78.995,78.995,82.441,82.441,8.666,8.666,9.714,9.714
Girl,862,79.016,79.016,82.463,82.463,8.67,8.67,9.719,9.719
Girl,863,79.037,79.037,82.486,82.486,8.674,8.674,9.724,9.724
Girl,864,79.06,79.06,82.51,82.51,8.679,8.679,9.729,9.729
Girl,865,79.08,79.08,82.533,82.533,8.683,8.683,9.734,9.734
Girl,866,79.101,79.101,82.555,82.555,8.688,8.688,9.739,9.739
Girl,867,79.124,79.124,82.579,82.579,8.692,8.692,9.744,9.744
Girl,868,79.145,79.145,82.602,82.602,8.696,8.696,9.749,9.749
Girl,869,79.165,79.165,82.624,82.624,8.701,8.701,9.754,9.754
Girl,870,79.186,79.186,82.647,82.647,8.705,8.705,9.759,9.759
Girl,871,79.209,79.209,82.671,82.671,8.709,8.709,9.764,9.764
Girl,872,79.229,79.229,82.693,82.693,8.714,8.714,9.769,9.769
Girl,873,79.25,79.25,82.715,82.715,8.718,8.718,9.774,9.774
Girl,874,79.273,79.273,82.739,82.739,8.723,8.723,9.779,9.779
Girl,875,79.293,79.293,82.762,82.762,8.727,8.727,9.784,9.784
Girl,876,79.313,79.313,82.784,82.784,8.731,8.731,9.789,9.789
Girl,877,79.337,79.337,82.808,82.808,8.736,8.736,9.794,9.794
Girl,878,79.357,79.357,82.83,82.83,8.74,8.74,9.799,9.799
Girl,879,79.377,79.377,82.853,82.853,8.744,8.744,9.804,9.804
Girl,880,79.4,79.4,82.877,82.877,8.749,8.749,9.809,9.809
Girl,881,79.42,79.42,82.899,82.899,8.753,8.753,9.814,9.814
Girl,882,79.441,79.441,82.921,82.921,8.757,8.757,9.819,9.819
Girl,883,79.464,79.464,82.945,82.945,8.762,8.762,9.824,9.824
Girl,884,79.484,79.484,82.967,82.967,8.766,8.766,9.829,9.829
Girl,885,79.504,79.504,82.989,82.989,8.77,8.77,9.834,9.834
Girl,886,79.527,79.527,83.013,83.013,8.775,8.775,9.838,9.838
Girl,887,79.547,79.547,83.035,83.035,8.779,8.779,9.843,9.843
Girl,888,79.567,79.567,83.057,83.057,8.783,8.783,9.848,9.848
Girl,889,79.587,79.587,83.079,83.079,8.788,8.788,9.853,9.853
Girl,890,79.61,79.61,83.103,83.103,8.792,8.792,9.858,9.858
Girl,891,79.63,79.63,83.125,83.125,8.796,8.796,9.863,9.863
Girl,892,79.65,79.65,83.147,83.147,8.801,8.801,9.868,9.868
Girl,893,79.673,79.673,83.171,83.171,8.805,8.805,9.873,9.873
Girl,894,79.693,79.693,83.192,83.192,8.809,8.809,9.878,9.878
Girl,895,79.713,79.713,83.214,83.214,8.813,8.813,9.883,9.883
Girl,896,79.736,79.736,83.238,83.238,8.817,8.817,9.887,9.887
Girl,897,79.756,79.756,83.26,83.26,8.822,8.822,9.892,9.892
Girl,898,79.776,79.776,83.282,83.282,8.826,8.826,9.897,9.897
Girl,899,79.798,79.798,83.305,83.305,8.83,8.83,9.902,9.902
Girl,900,79.818,79.818,83.327,83.327,8.835,8.835,9.907,9.907
Girl,901,79.838,79.838,83.349,83.349,8.839,8.839,9.912,9.912
Girl,902,79.861,79.861,83.373,83.373,8.843,8.843,9.917,9.917
Girl,903,79.881,79.881,83.394,83.394,8.847,8.847,9.921,9.921
Girl,904,79.901,79.901,83.416,83.416,8.852,8.852,9.926,9.926
Girl,905,79.923,79.923,83.44,83.44,8.856,8.856,9.931,9.931
Girl,906,79.943,79.943,83.461,83.461,8.86,8.86,9.936,9.936
Girl,907,79.963,79.963,83.483,83.483,8.864,8.864,9.941,9.941
Girl,908,79.985,79.985,83.507,83.507,8.868,8.868,9.946,9.946
Girl,909,80.005,80.005,83.528,83.528,8.873,8.873,9.951,9.951
Girl,910,80.025,80.025,83.55,83.55,8.877,8.877,9.955,9.955
Girl,911,80.047,80.047,83.573,83.573,8.881,8.881,9.96,9.96
Girl,912,80.067,80.067,83.595,83.595,8.885,8.885,9.965,9.965
Girl,913,80.086,80.086,83.616,83.616,8.89,8.89,9.97,9.97
Girl,914,80.109,80.109,83.64,83.64,8.894,8.894,9.975,9.975
Girl,915,80.128,80.128,83.661,83.661,8.898,8.898,9.98,9.98
Girl,916,80.148,80.148,83.683,83.683,8.902,8.902,9.984,9.984
Girl,917,80.17,80.17,83.706,83.706,8.906,8.906,9.989,9.989
Girl,918,80.19,80.19,83.728,83.728,8.911,8.911,9.994,9.994
Girl,919,80.21,80.21,83.749,83.749,8.915,8.915,9.999,9.999
Girl,920,80.232,80.232,83.772,83.772,8.919,8.919,10.004,10.004
Girl,921,80.251,80.251,83.794,83.794,8.923,8.923,10.008,10.008
Girl,922,80.271,80.271,83.815,83.815,8.927,8.927,10.013,10.013
Girl,923,80.293,80.293,83.839,83.839,8.931,8.931,10.018,10.018
Girl,924,80.313,80.313,83.86,83.86,8.936,8.936,10.023,10.023
Girl,925,80.332,80.332,83.881,83.881,8.94,8.94,10.027,10.027
Girl,926,80.354,80.354,83.904,83.904,8.944,8.944,10.032,10.032
Girl,927,80.374,80.374,83.926,83.926,8.948,8.948,10.037,10.037
Girl,928,80.393,80.393,83.947,83.947,8.952,8.952,10.042,10.042
Girl,929,80.415,80.415,83.97,83.97,8.956,8.956,10.047,10.047
Girl,930,80.435,80.435,83.992,83.992,8.961,8.961,10.051,10.051
Girl,931,80.454,80.454,84.013,84.013,8.965,8.965,10.056,10.056
Girl,932,80.476,80.476,84.036,84.036,8.969,8.969,10.061,10.061
Girl,933,80.496,80.496,84.057,84.057,8.973,8.973,10.066,10.066
Girl,934,80.515,80.515,84.078,84.078,8.977,8.977,10.07,10.07
Girl,935,80.537,80.537,84.101,84.101,8.981,8.981,10.075,10.075
Girl,936,80.556,80.556,84.122,84.122,8.986,8.986,10.08,10.08
Girl,937,80.576,80.576,84.144,84.144,8.99,8.99,10.085,10.085
Girl,938,80.597,80.597,84.167,84.167,8.994,8.994,10.089,10.089
Girl,939,80.617,80.617,84.188,84.188,8.998,8.998,10.094,10.094
Girl,940,80.636,80.636,84.209,84.209,9.002,9.002,10.099,10.099
Girl,941,80.658,80.658,84.232,84.232,9.006,9.006,10.104,10.104
Girl,942,80.677,80.677,84.253,84.253,9.01,9.01,10.108,10.108
Girl,943,80.696,80.696,84.274,84.274,9.014,9.014,10.113,10.113
Girl,944,80.718,80.718,84.297,84.297,9.018,9.018,10.118,10.118
Girl,945,80.737,80.737,84.318,84.318,9.022,9.022,10.122,10.122
Girl,946,80.756,80.756,84.339,84.339,9.027,9.027,10.127,10.127
Girl,947,80.778,80.778,84.362,84.362,9.03,9.03,10.132,10.132
Girl,948,80.797,80.797,84.383,84.383,9.035,9.035,10.136,10.136
Girl,949,80.816,80.816,84.404,84.404,9.039,9.039,10.141,10.141
Girl,950,80.838,80.838,84.426,84.426,9.043,9.043,10.146,10.146
Girl,951,80.857,80.857,84.447,84.447,9.047,9.047,10.15,10.15
Girl,952,80.879,80.879,84.47,84.47,9.051,9.051,10.155,10.155
Girl,953,80.898,80.898,84.491,84.491,9.055,9.055,10.16,10.16
Girl,954,80.917,80.917,84.512,84.512,9.059,9.059,10.164,10.164
Girl,955,80.939,80.939,84.534,84.534,9.063,9.063,10.169,10.169
Girl,956,80.958,80.958,84.555,84.555,9.067,9.067,10.174,10.174
Girl,957,80.977,80.977,84.576,84.576,9.071,9.071,10.178,10.178
Girl,958,80.998,80.998,84.599,84.599,9.075,9.075,10.183,10.183
Girl,959,81.017,81.017,84.62,84.62,9.079,9.079,10.188,10.188
Girl,960,81.036,81.036,84.64,84.64,9.083,9.083,10.192,10.192
Girl,961,81.058,81.058,84.663,84.663,9.088,9.088,10.197,10.197
Girl,962,81.077,81.077,84.684,84.684,9.092,9.092,10.202,10.202
Girl,963,81.096,81.096,84.704,84.704,9.096,9.096,10.206,10.206
Girl,964,81.117,81.117,84.727,84.727,9.1,9.1,10.211,10.211
Girl,965,81.136,81.136,84.748,84.748,9.104,9.104,10.216,10.216
Girl,966,81.155,81.155,84.768,84.768,9.108,9.108,10.22,10.22
Girl,967,81.176,81.176,84.791,84.791,9.112,9.112,10.225,10.225
Girl,968,81.195,81.195,84.812,84.812,9.116,9.116,10.23,10.23
Girl,969,81.217,81.217,84.834,84.834,9.12,9.12,10.234,10.234
Girl,970,81.235,81.235,84.855,84.855,9.124,9.124,10.239,10.239
Girl,971,81.254,81.254,84.875,84.875,9.128,9.128,10.244,10.244
Girl,972,81.276,81.276,84.898,84.898,9.132,9.132,10.248,10.248
Girl,973,81.294,81.294,84.918,84.918,9.136,9.136,10.253,10.253
Girl,974,81.313,81.313,84.939,84.939,9.14,9.14,10.257,10.257
Girl,975,81.334,81.334,84.961,84.961,9.144,9.144,10.262,10.262
Girl,976,81.353,81.353,84.982,84.982,9.148,9.148,10.267,10.267
Girl,977,81.372,81.372,85.002,85.002,9.152,9.152,10.271,10.271
Girl,978,81.393,81.393,85.025,85.025,9.156,9.156,10.276,10.276
Girl,979,81.412,81.412,85.045,85.045,9.16,9.16,10.281,10.281
Girl,980,81.433,81.433,85.067,85.067,9.164,9.164,10.285,10.285
Girl,981,81.452,81.452,85.088,85.088,9.168,9.168,10.29,10.29
Girl,982,81.47,81.47,85.108,85.108,9.172,9.172,10.294,10.294
Girl,983,81.492,81.492,85.131,85.131,9.176,9.176,10.299,10.299
Girl,984,81.51,81.51,85.151,85.151,9.18,9.18,10.304,10.304
Girl,985,81.529,81.529,85.172,85.172,9.184,9.184,10.308,10.308
Girl,986,81.55,81.55,85.194,85.194,9.188,9.188,10.313,10.313
Girl,987,81.568,81.568,85.214,85.214,9.192,9.192,10.317,10.317
Girl,988,81.587,81.587,85.234,85.234,9.196,9.196,10.322,10.322
Girl,989,81.608,81.608,85.257,85.257,9.2,9.2,10.327,10.327
Girl,990,81.627,81.627,85.277,85.277,9.204,9.204,10.331,10.331
Girl,991,81.648,81.648,85.299,85.299,9.207,9.207,10.336,10.336
Girl,992,81.666,81.666,85.32,85.32,9.212,9.212,10.34,10.34
Girl,993,81.685,81.685,85.34,85.34,9.216,9.216,10.345,10.345
Girl,994,81.706,81.706,85.362,85.362,9.219,9.219,10.349,10.349
Girl,995,81.724,81.724,85.382,85.382,9.223,9.223,10.354,10.354
Girl,996,81.743,81.743,85.403,85.403,9.227,9.227,10.359,10.359
Girl,997,81.764,81.764,85.425,85.425,9.231,9.231,10.363,10.363
Girl,998,81.782,81.782,85.445,85.445,9.235,9.235,10.368,10.368
Girl,999,81.803,81.803,85.467,85.467,9.239,9.239,10.372,10.372
Girl,1000,81.822,81.822,85.487,85.487,9.243,9.243,10.377,10.377
Girl,1001,81.84,81.84,85.507,85.507,9.247,9.247,10.381,10.381
Girl,1002,81.861,81.861,85.529,85.529,9.251,9.251,10.386,10.386
Girl,1003,81.879,81.879,85.549,85.549,9.255,9.255,10.391,10.391
Girl,1004,81.898,81.898,85.57,85.57,9.259,9.259,10.395,10.395
Girl,1005,81.919,81.919,85.592,85.592,9.263,9.263,10.4,10.4
Girl,1006,81.937,81.937,85.612,85.612,9.267,9.267,10.404,10.404
Girl,1007,81.958,81.958,85.634,85.634,9.271,9.271,10.409,10.409
Girl,1008,81.976,81.976,85.654,85.654,9.275,9.275,10.413,10.413
Girl,1009,81.994,81.994,85.674,85.674,9.279,9.279,10.418,10.418
Girl,1010,82.015,82.015,85.696,85.696,9.282,9.282,10.422,10.422
Girl,1011,82.034,82.034,85.716,85.716,9.286,9.286,10.427,10.427
Girl,1012,82.052,82.052,85.736,85.736,9.29,9.29,10.431,10.431
Girl,1013,82.073,82.073,85.758,85.758,9.294,9.294,10.436,10.436
Girl,1014,82.091,82.091,85.778,85.778,9.298,9.298,10.441,10.441
Girl,1015,82.112,82.112,85.8,85.8,9.302,9.302,10.445,10.445
Girl,1016,82.13,82.13,85.82,85.82,9.306,9.306,10.449,10.449
Girl,1017,82.148,82.148,85.84,85.84,9.31,9.31,10.454,10.454
Girl,1018,82.169,82.169,85.861,85.861,9.314,9.314,10.459,10.459
Girl,1019,82.187,82.187,85.881,85.881,9.318,9.318,10.463,10.463
Girl,1020,82.208,82.208,85.903,85.903,9.322,9.322,10.468,10.468
Girl,1021,82.226,82.226,85.923,85.923,9.325,9.325,10.472,10.472
Girl,1022,82.244,82.244,85.943,85.943,9.329,9.329,10.477,10.477
Girl,1023,82.265,82.265,85.965,85.965,9.333,9.333,10.481,10.481
Girl,1024,82.283,82.283,85.985,85.985,9.337,9.337,10.486,10.486
Girl,1025,82.303,82.303,86.006,86.006,9.341,9.341,10.49,10.49
Girl,1026,82.321,82.321,86.026,86.026,9.345,9.345,10.495,10.495
Girl,1027,82.339,82.339,86.046,86.046,9.349,9.349,10.499,10.499
Girl,1028,82.36,82.36,86.068,86.068,9.353,9.353,10.504,10.504
Girl,1029,82.378,82.378,86.088,86.088,9.357,9.357,10.508,10.508
Girl,1030,82.396,82.396,86.107,86.107,9.36,9.36,10.513,10.513
Girl,1031,82.417,82.417,86.129,86.129,9.364,9.364,10.517,10.517
Girl,1032,82.435,82.435,86.149,86.149,9.368,9.368,10.522,10.522
Girl,1033,82.455,82.455,86.17,86.17,9.372,9.372,10.526,10.526
Girl,1034,82.473,82.473,86.19,86.19,9.376,9.376,10.531,10.531
Girl,1035,82.491,82.491,86.21,86.21,9.38,9.38,10.535,10.535
Girl,1036,82.512,82.512,86.231,86.231,9.384,9.384,10.54,10.54
Girl,1037,82.53,82.53,86.251,86.251,9.387,9.387,10.544,10.544
Girl,1038,82.55,82.55,86.273,86.273,9.391,9.391,10.549,10.549
Girl,1039,82.568,82.568,86.292,86.292,9.395,9.395,10.553,10.553
Girl,1040,82.586,82.586,86.312,86.312,9.399,9.399,10.558,10.558
Girl,1041,82.607,82.607,86.334,86.334,9.403,9.403,10.562,10.562
Girl,1042,82.624,82.624,86.353,86.353,9.407,9.407,10.567,10.567
Girl,1043,82.645,82.645,86.375,86.375,9.41,9.41,10.571,10.571
Girl,1044,82.663,82.663,86.395,86.395,9.414,9.414,10.576,10.576
Girl,1045,82.68,82.68,86.414,86.414,9.418,9.418,10.58,10.58
Girl,1046,82.701,82.701,86.436,86.436,9.422,9.422,10.584,10.584
Girl,1047,82.719,82.719,86.455,86.455,9.426,9.426,10.589,10.589
Girl,1048,82.739,82.739,86.477,86.477,9.43,9.43,10.594,10.594
Girl,1049,82.757,82.757,86.496,86.496,9.434,9.434,10.598,10.598
Girl,1050,82.775,82.775,86.516,86.516,9.438,9.438,10.603,10.603
Girl,1051,82.795,82.795,86.537,86.537,9.441,9.441,10.607,10.607
Girl,1052,82.813,82.813,86.557,86.557,9.445,9.445,10.611,10.611
Girl,1053,82.833,82.833,86.578,86.578,9.449,9.449,10.616,10.616
Girl,1054,82.851,82.851,86.598,86.598,9.453,9.453,10.62,10.62
Girl,1055,82.869,82.869,86.617,86.617,9.457,9.457,10.625,10.625
Girl,1056,82.889,82.889,86.639,86.639,9.46,9.46,10.629,10.629
Girl,1057,82.907,82.907,86.658,86.658,9.464,9.464,10.634,10.634
Girl,1058,82.927,82.927,86.679,86.679,9.468,9.468,10.638,10.638
Girl,1059,82.945,82.945,86.699,86.699,9.472,9.472,10.643,10.643
Girl,1060,82.962,82.962,86.718,86.718,9.476,9.476,10.647,10.647
Girl,1061,82.983,82.983,86.74,86.74,9.48,9.48,10.651,10.651
Girl,1062,83,83,86.759,86.759,9.483,9.483,10.656,10.656
Girl,1063,83.021,83.021,86.78,86.78,9.487,9.487,10.66,10.66
Girl,1064,83.038,83.038,86.8,86.8,9.491,9.491,10.665,10.665
Girl,1065,83.056,83.056,86.819,86.819,9.495,9.495,10.669,10.669
Girl,1066,83.076,83.076,86.84,86.84,9.499,9.499,10.674,10.674
Girl,1067,83.093,83.093,86.86,86.86,9.503,9.503,10.678,10.678
Girl,1068,83.114,83.114,86.881,86.881,9.506,9.506,10.683,10.683
Girl,1069,83.131,83.131,86.9,86.9,9.51,9.51,10.687,10.687
Girl,1070,83.152,83.152,86.922,86.922,9.514,9.514,10.692,10.692
Girl,1071,83.169,83.169,86.941,86.941,9.518,9.518,10.696,10.696
Girl,1072,83.186,83.186,86.96,86.96,9.522,9.522,10.701,10.701
Girl,1073,83.207,83.207,86.981,86.981,9.525,9.525,10.705,10.705
Girl,1074,83.224,83.224,87.001,87.001,9.529,9.529,10.709,10.709
Girl,1075,83.244,83.244,87.022,87.022,9.533,9.533,10.714,10.714
Girl,1076,83.262,83.262,87.041,87.041,9.537,9.537,10.718,10.718
Girl,1077,83.279,83.279,87.06,87.06,9.541,9.541,10.723,10.723
Girl,1078,83.299,83.299,87.081,87.081,9.544,9.544,10.727,10.727
Girl,1079,83.317,83.317,87.101,87.101,9.548,9.548,10.731,10.731
Girl,1080,83.337,83.337,87.122,87.122,9.552,9.552,10.736,10.736
Girl,1081,83.354,83.354,87.141,87.141,9.556,9.556,10.74,10.74
Girl,1082,83.372,83.372,87.16,87.16,9.559,9.559,10.745,10.745
Girl,1083,83.392,83.392,87.181,87.181,9.563,9.563,10.749,10.749
Girl,1084,83.409,83.409,87.2,87.2,9.567,9.567,10.754,10.754
Girl,1085,83.429,83.429,87.222,87.222,9.571,9.571,10.758,10.758
Girl,1086,83.447,83.447,87.241,87.241,9.575,9.575,10.762,10.762
Girl,1087,83.467,83.467,87.262,87.262,9.578,9.578,10.767,10.767
Girl,1088,83.484,83.484,87.281,87.281,9.582,9.582,10.771,10.771
Girl,1089,83.501,83.501,87.3,87.3,9.586,9.586,10.776,10.776
Girl,1090,83.521,83.521,87.321,87.321,9.59,9.59,10.78,10.78
Girl,1091,83.539,83.539,87.34,87.34,9.594,9.594,10.785,10.785
Girl,1092,83.559,83.559,87.361,87.361,9.597,9.597,10.789,10.789
Girl,1093,83.576,83.576,87.38,87.38,9.601,9.601,10.793,10.793
Girl,1094,83.596,83.596,87.401,87.401,9.605,9.605,10.798,10.798
Girl,1095,83.613,83.613,87.42,87.42,9.608,9.608,10.802,10.802
Girl,1096,83.63,83.63,87.439,87.439,9.612,9.612,10.806,10.806
Girl,1097,83.65,83.65,87.46,87.46,9.616,9.616,10.811,10.811
Girl,1098,83.668,83.668,87.479,87.479,9.62,9.62,10.815,10.815
Girl,1099,83.688,83.688,87.5,87.5,9.624,9.624,10.82,10.82
Girl,1100,83.705,83.705,87.519,87.519,9.627,9.627,10.824,10.824
Girl,1101,83.725,83.725,87.54,87.54,9.631,9.631,10.829,10.829
Girl,1102,83.742,83.742,87.559,87.559,9.635,9.635,10.833,10.833
Girl,1103,83.759,83.759,87.578,87.578,9.639,9.639,10.837,10.837
Girl,1104,83.779,83.779,87.599,87.599,9.642,9.642,10.842,10.842
Girl,1105,83.796,83.796,87.618,87.618,9.646,9.646,10.846,10.846
Girl,1106,83.816,83.816,87.639,87.639,9.65,9.65,10.851,10.851
Girl,1107,83.833,83.833,87.658,87.658,9.654,9.654,10.855,10.855
Girl,1108,83.853,83.853,87.679,87.679,9.657,9.657,10.859,10.859
Girl,1109,83.87,83.87,87.697,87.697,9.661,9.661,10.864,10.864
Girl,1110,83.887,83.887,87.716,87.716,9.665,9.665,10.868,10.868
Girl,1111,83.907,83.907,87.737,87.737,9.669,9.669,10.872,10.872
Girl,1112,83.924,83.924,87.756,87.756,9.672,9.672,10.877,10.877
Girl,1113,83.944,83.944,87.777,87.777,9.676,9.676,10.881,10.881
Girl,1114,83.961,83.961,87.796,87.796,9.68,9.68,10.886,10.886
Girl,1115,83.981,83.981,87.816,87.816,9.684,9.684,10.89,10.89
Girl,1116,83.998,83.998,87.835,87.835,9.687,9.687,10.894,10.894
Girl,1117,84.015,84.015,87.854,87.854,9.691,9.691,10.899,10.899
Girl,1118,84.034,84.034,87.875,87.875,9.695,9.695,10.903,10.903
Girl,1119,84.051,84.051,87.894,87.894,9.698,9.698,10.908,10.908
Girl,1120,84.071,84.071,87.914,87.914,9.702,9.702,10.912,10.912
Girl,1121,84.088,84.088,87.933,87.933,9.706,9.706,10.916,10.916
Girl,1122,84.108,84.108,87.954,87.954,9.71,9.71,10.921,10.921
Girl,1123,84.125,84.125,87.973,87.973,9.713,9.713,10.925,10.925
Girl,1124,84.142,84.142,87.991,87.991,9.717,9.717,10.93,10.93
Girl,1125,84.162,84.162,88.012,88.012,9.721,9.721,10.934,10.934
Girl,1126,84.178,84.178,88.031,88.031,9.725,9.725,10.938,10.938
Girl,1127,84.198,84.198,88.051,88.051,9.728,9.728,10.943,10.943
Girl,1128,84.215,84.215,88.07,88.07,9.732,9.732,10.947,10.947
Girl,1129,84.235,84.235,88.091,88.091,9.736,9.736,10.951,10.951
Girl,1130,84.252,84.252,88.11,88.11,9.739,9.739,10.956,10.956
Girl,1131,84.271,84.271,88.13,88.13,9.743,9.743,10.96,10.96
Girl,1132,84.288,84.288,88.149,88.149,9.747,9.747,10.964,10.964
Girl,1133,84.305,84.305,88.167,88.167,9.751,9.751,10.969,10.969
Girl,1134,84.325,84.325,88.188,88.188,9.754,9.754,10.973,10.973
Girl,1135,84.341,84.341,88.207,88.207,9.758,9.758,10.977,10.977
Girl,1136,84.361,84.361,88.227,88.227,9.762,9.762,10.982,10.982
Girl,1137,84.378,84.378,88.246,88.246,9.765,9.765,10.986,10.986
Girl,1138,84.397,84.397,88.266,88.266,9.769,9.769,10.99,10.99
Girl,1139,84.414,84.414,88.285,88.285,9.773,9.773,10.995,10.995
Girl,1140,84.431,84.431,88.304,88.304,9.776,9.776,10.999,10.999
Girl,1141,84.451,84.451,88.324,88.324,9.78,9.78,11.003,11.003
Girl,1142,84.467,84.467,88.343,88.343,9.784,9.784,11.008,11.008
Girl,1143,84.487,84.487,88.363,88.363,9.787,9.787,11.012,11.012
Girl,1144,84.504,84.504,88.382,88.382,9.791,9.791,11.017,11.017
Girl,1145,84.523,84.523,88.402,88.402,9.795,9.795,11.021,11.021
Girl,1146,84.54,84.54,88.421,88.421,9.798,9.798,11.025,11.025
Girl,1147,84.559,84.559,88.441,88.441,9.802,9.802,11.03,11.03
Girl,1148,84.576,84.576,88.46,88.46,9.806,9.806,11.034,11.034
Girl,1149,84.596,84.596,88.48,88.48,9.809,9.809,11.038,11.038
Girl,1150,84.612,84.612,88.499,88.499,9.813,9.813,11.043,11.043
Girl,1151,84.629,84.629,88.517,88.517,9.817,9.817,11.047,11.047
Girl,1152,84.648,84.648,88.538,88.538,9.821,9.821,11.051,11.051
Girl,1153,84.665,84.665,88.556,88.556,9.824,9.824,11.055,11.055
Girl,1154,84.685,84.685,88.577,88.577,9.828,9.828,11.06,11.06
Girl,1155,84.701,84.701,88.595,88.595,9.832,9.832,11.064,11.064
Girl,1156,84.721,84.721,88.615,88.615,9.835,9.835,11.068,11.068
Girl,1157,84.737,84.737,88.634,88.634,9.839,9.839,11.073,11.073
Girl,1158,84.757,84.757,88.654,88.654,9.842,9.842,11.077,11.077
Girl,1159,84.773,84.773,88.673,88.673,9.846,9.846,11.082,11.082
Girl,1160,84.79,84.79,88.691,88.691,9.85,9.85,11.086,11.086
Girl,1161,84.809,84.809,88.711,88.711,9.853,9.853,11.09,11.09
Girl,1162,84.826,84.826,88.73,88.73,9.857,9.857,11.095,11.095
Girl,1163,84.845,84.845,88.75,88.75,9.861,9.861,11.099,11.099
Girl,1164,84.862,84.862,88.768,88.768,9.864,9.864,11.103,11.103
Girl,1165,84.881,84.881,88.789,88.789,9.868,9.868,11.107,11.107
Girl,1166,84.898,84.898,88.807,88.807,9.872,9.872,11.112,11.112
